t,plates,parcels,cont_frac,mean_v,max_v,subducted,created,accreted,absorbed,cont_lost,cont_grown,rifts,merges,initiations,active_rifts,sea_level,backarcs,arc_plates,weld_static,weld_locked,retired,dissolved,deposited,sediment,stress_p50,stress_p95,stress_max
181,10,575084,0.3020,46.97,195.67,1844,1785,5,11,0,5,0,0,0,0,28.5,0,0,0,0,0,0,5,0.0001,0.00,0.00,0.00
181.25,10,575048,0.3020,47.56,196.17,1795,1771,2,12,0,5,0,0,0,0,28.5,0,0,0,0,0,0,5,0.0001,0.00,0.00,0.00
181.5,10,575001,0.3020,47.66,196.57,1775,1741,8,14,0,7,0,0,0,0,28.5,0,0,0,0,0,0,5,0.0000,0.00,0.00,0.00
181.75,10,574950,0.3020,48.11,196.88,1794,1755,1,12,0,6,0,0,0,0,28.5,0,0,0,0,0,0,4,0.0003,0.00,0.00,0.00
182,10,574793,0.3021,48.42,197.03,1943,1800,4,14,0,6,0,0,0,0,28.5,0,0,0,0,0,0,5,0.0002,0.00,0.00,0.00
182.25,10,574769,0.3021,49.22,197.21,1803,1788,11,9,1,5,0,0,0,0,28.5,0,0,0,0,0,0,5,0.0002,0.93,4.02,12.59
182.5,10,574605,0.3022,50.08,197.40,1863,1718,1517,19,1,6,0,0,0,0,28.5,0,0,0,0,0,0,5,0.0002,0.00,0.00,0.00
182.75,10,574512,0.3022,50.40,197.55,1859,1784,8,18,0,5,0,0,0,0,28.5,0,0,0,0,0,0,5,0.0002,0.00,0.00,0.00
183,10,574323,0.3023,50.55,197.40,1921,1754,6,22,0,6,0,0,0,0,28.5,0,0,0,0,0,0,5,0.0002,0.00,0.00,0.00
183.25,10,574213,0.3023,50.58,197.54,1818,1731,2,23,0,6,0,0,0,0,28.5,0,0,0,0,0,0,5,0.0002,0.00,0.00,0.00
183.5,10,574043,0.3024,50.37,197.74,1893,1744,8,21,0,5,0,0,0,0,28.5,0,0,0,0,0,0,5,0.0002,0.00,0.00,0.00
183.75,10,573896,0.3024,50.08,197.90,1743,1610,6,14,1,8,0,0,0,0,28.5,0,0,0,0,0,0,5,0.0002,0.00,0.00,0.00
184,10,573900,0.3024,50.11,198.06,1688,1707,10,15,0,6,0,0,0,0,28.5,0,0,0,0,0,0,5,0.0003,0.00,0.00,0.00
184.25,10,573719,0.3025,49.16,198.26,1677,1515,10,19,0,6,0,0,0,0,28.5,0,0,0,0,0,0,6,0.0000,0.69,5.38,13.29
184.5,10,573635,0.3025,47.82,198.29,1651,1580,6,13,2,5,0,0,0,0,28.5,0,0,0,0,0,0,5,0.0001,0.00,0.00,0.00
184.75,10,573578,0.3025,46.73,198.47,1642,1602,3,17,0,5,0,0,0,0,28.5,0,0,0,0,0,0,5,0.0001,0.00,0.00,0.00
185,10,573415,0.3026,45.36,194.98,1641,1497,8,20,0,9,0,0,0,0,28.5,0,0,0,0,0,0,5,0.0002,0.00,0.00,0.00
185.25,10,573388,0.3026,45.62,183.37,1613,1595,13,11,1,7,0,0,0,0,28.5,0,0,0,0,0,0,5,0.0003,0.00,0.00,0.00
185.5,10,573268,0.3027,45.14,185.95,1669,1564,13,18,0,8,0,0,0,0,28.5,0,0,0,0,0,0,6,0.0001,0.00,0.00,0.00
185.75,10,573227,0.3027,45.04,187.72,1646,1621,9,16,0,5,0,0,0,0,28.5,0,0,0,0,0,0,5,0.0002,0.00,0.00,0.00
186,10,573169,0.3027,44.55,189.15,1618,1574,10,14,0,6,0,0,0,0,28.5,0,0,0,0,0,0,5,0.0002,0.00,0.00,0.00
186.25,10,573188,0.3027,44.99,190.41,1648,1679,464,12,0,6,0,0,0,1,28.5,0,0,0,0,0,0,6,0.0001,2.21,13.61,22.82
186.5,10,573149,0.3026,44.37,191.58,1676,1658,9,21,0,6,0,0,0,0,28.5,0,0,0,0,0,0,5,0.0002,0.00,0.00,0.00
186.75,10,573089,0.3027,44.38,192.59,1648,1596,4,8,0,6,0,0,0,0,28.5,0,0,0,0,0,0,5,0.0003,0.00,0.00,0.00
187,10,573098,0.3027,44.35,193.32,1661,1682,3,12,0,7,0,0,0,0,28.5,0,0,0,0,0,0,6,0.0001,0.00,0.00,0.00
187.25,10,573077,0.3027,43.42,193.78,1653,1650,9,18,0,7,0,0,0,0,28.5,0,0,0,0,0,0,5,0.0002,0.00,0.00,0.00
187.5,10,573159,0.3026,44.01,194.18,1526,1632,9,24,0,6,0,0,0,0,28.5,0,0,0,0,0,0,6,0.0001,0.00,0.00,0.00
187.75,10,573134,0.3026,43.57,194.30,1620,1616,4,21,0,7,0,0,0,0,28.5,0,0,0,0,0,0,5,0.0002,0.00,0.00,0.00
188,10,573121,0.3026,44.81,194.05,1615,1617,2,15,0,7,0,0,0,0,28.5,0,0,0,0,0,0,6,0.0001,0.00,0.00,0.00
188.25,10,573108,0.3026,44.34,193.77,1628,1639,4,24,0,5,0,0,0,0,28.5,0,0,0,0,0,0,5,0.0002,4.45,16.05,25.84
188.5,10,573146,0.3025,44.66,193.68,1512,1560,0,10,0,6,0,0,0,0,28.5,0,0,0,0,0,0,6,0.0001,0.00,0.00,0.00
188.75,10,573265,0.3025,44.11,193.33,1551,1685,5,15,0,6,0,0,0,0,28.5,0,0,0,0,0,0,5,0.0003,0.00,0.00,0.00
189,10,573269,0.3025,44.61,192.74,1600,1615,0,11,0,8,0,0,0,0,28.5,0,0,0,0,0,0,6,0.0002,0.00,0.00,0.00
189.25,10,573289,0.3024,43.95,192.35,1599,1633,3,14,0,6,0,0,0,0,28.5,0,0,0,0,0,0,6,0.0001,0.00,0.00,0.00
189.5,10,573316,0.3024,44.17,191.41,1606,1645,1,12,0,5,0,0,0,0,28.5,0,0,0,0,0,0,5,0.0003,0.00,0.00,0.00
189.75,10,573326,0.3024,43.12,190.91,1631,1652,5,11,0,7,0,0,0,0,28.5,0,0,0,0,0,0,6,0.0002,0.00,0.00,0.00
190,10,573295,0.3024,42.83,190.40,1647,1626,2,10,0,7,0,0,0,0,28.5,0,0,0,0,0,0,6,0.0001,0.00,0.00,0.00
190.25,10,573358,0.3024,41.64,189.87,1618,1698,2,17,6,6,0,0,0,0,72.8,0,0,0,0,0,0,6,0.0000,3.94,17.14,25.77
190.5,10,573288,0.3024,41.94,188.69,1656,1595,5,9,2,6,0,0,0,0,72.8,0,0,0,0,0,0,5,0.0002,0.00,0.00,0.00
190.75,10,573294,0.3024,41.85,187.93,1595,1619,5,19,4,7,0,0,0,0,72.8,0,0,0,0,0,0,6,0.0001,0.00,0.00,0.00
191,10,573293,0.3023,42.74,187.34,1588,1601,0,14,3,6,0,0,0,0,72.8,0,0,0,0,0,0,6,0.0001,0.00,0.00,0.00
191.25,10,573322,0.3023,42.56,186.77,1539,1580,3,12,1,6,0,0,0,0,72.8,0,0,0,0,0,0,6,0.0000,0.00,0.00,0.00
191.5,10,573387,0.3023,42.88,188.05,1509,1581,1,7,0,7,0,0,0,0,72.8,0,0,0,0,0,0,5,0.0002,0.00,0.00,0.00
191.75,10,573378,0.3023,42.30,189.26,1537,1538,5,10,0,6,0,0,0,0,72.8,0,0,0,0,0,0,6,0.0002,0.00,0.00,0.00
192,10,573461,0.3022,42.54,190.58,1551,1644,0,10,0,8,0,0,0,0,72.8,0,0,0,0,0,0,6,0.0001,0.00,0.00,0.00
192.25,10,573473,0.3022,41.88,191.58,1564,1585,6,9,0,7,0,0,0,0,72.8,0,0,0,0,0,0,6,0.0001,1.73,13.50,27.87
192.5,10,573416,0.3022,41.93,191.88,1565,1525,1,17,0,5,0,0,0,0,72.8,0,0,0,0,0,0,5,0.0003,0.00,0.00,0.00
192.75,10,573447,0.3022,41.61,191.98,1503,1548,6,14,0,7,0,0,0,0,72.8,0,0,0,0,0,0,6,0.0002,0.00,0.00,0.00
193,10,573471,0.3022,41.59,192.12,1474,1511,9,13,0,7,0,0,0,0,72.8,0,0,0,0,0,0,6,0.0002,0.00,0.00,0.00
193.25,10,573468,0.3022,41.02,192.18,1445,1463,11,21,0,8,0,0,0,0,72.8,0,0,0,0,0,0,6,0.0002,0.00,0.00,0.00
193.5,10,573472,0.3022,42.00,191.60,1383,1407,4,20,1,7,0,0,0,0,72.8,0,0,0,0,0,0,6,0.0001,0.00,0.00,0.00
193.75,10,573496,0.3021,41.23,190.50,1289,1329,23527,16,2,6,0,0,0,0,72.8,0,0,0,0,0,0,6,0.0001,0.00,0.00,0.00
194,10,573361,0.3022,41.42,190.27,1521,1403,6,17,3,6,0,0,0,0,72.8,0,0,0,0,0,0,6,0.0001,0.00,0.00,0.00
194.25,10,573403,0.3021,41.55,189.07,1381,1445,6,22,4,11,0,0,0,2,72.8,0,0,0,0,0,0,6,0.0001,0.64,5.17,14.81
194.5,10,573526,0.3021,42.46,188.10,1415,1555,6,18,7,7,0,0,0,2,72.8,0,0,0,0,0,0,6,0.0001,0.00,0.00,0.00
194.75,10,573478,0.3020,33.94,187.37,1458,1430,4,20,5,7,1,1,0,1,72.8,0,0,0,1,0,0,6,0.0001,0.00,0.00,0.00
195,10,573402,0.3021,31.86,186.55,1463,1384,35,4,10,7,0,0,7,1,72.8,0,0,0,0,0,0,6,0.0001,0.00,0.00,0.00
195.25,10,573374,0.3021,31.50,186.68,1399,1398,438,27,8,6,0,0,0,1,72.8,0,0,0,0,0,0,6,0.0002,0.00,0.00,0.00
195.5,10,573332,0.3021,30.83,186.50,1464,1426,3,4,11,7,0,0,0,1,72.8,0,0,0,0,0,0,6,0.0002,0.00,0.00,0.00
195.75,10,573382,0.3020,30.83,186.43,1446,1505,4,9,10,9,0,0,0,1,72.8,0,0,0,0,0,0,6,0.0002,0.00,0.00,0.00
196,10,573369,0.3020,30.46,186.15,1512,1514,2,15,12,9,0,0,0,1,72.8,0,0,0,0,0,0,6,0.0003,0.00,0.00,0.00
196.25,10,573384,0.3020,31.17,185.57,1482,1508,2,11,7,9,0,0,0,0,72.8,0,0,0,0,0,0,6,0.0003,3.68,8.83,28.22
196.5,10,573388,0.3020,31.75,185.28,1507,1520,4,9,8,8,0,0,0,0,72.8,0,0,0,0,0,0,7,0.0000,0.00,0.00,0.00
196.75,10,573397,0.3019,31.82,184.24,1531,1552,3,12,7,6,0,0,0,0,72.8,0,0,0,0,0,0,6,0.0001,0.00,0.00,0.00
197,10,573433,0.3019,31.42,182.81,1478,1528,2,14,9,7,0,0,0,0,72.8,0,0,0,0,0,0,6,0.0001,0.00,0.00,0.00
197.25,10,573412,0.3019,31.11,184.18,1530,1523,2,14,6,7,0,0,0,0,72.8,0,0,0,0,0,0,6,0.0002,0.00,0.00,0.00
197.5,10,573358,0.3019,31.16,186.67,1542,1504,2,16,9,9,0,0,0,0,72.8,0,0,0,0,0,0,6,0.0002,0.00,0.00,0.00
197.75,10,573320,0.3019,31.16,188.78,1550,1521,2,9,5,9,0,0,0,0,72.8,0,0,0,0,0,0,7,0.0000,0.00,0.00,0.00
198,10,573292,0.3019,31.50,190.56,1542,1529,2,15,2,7,0,0,0,0,72.8,0,0,0,0,0,0,6,0.0001,0.00,0.00,0.00
198.25,10,573365,0.3019,31.80,192.05,1499,1579,0,7,2,10,0,0,0,0,72.8,0,0,0,0,0,0,6,0.0001,2.20,10.28,28.49
198.5,10,573290,0.3019,31.71,193.31,1592,1527,2,10,3,6,0,0,0,0,72.8,0,0,0,0,0,0,6,0.0002,0.00,0.00,0.00
198.75,10,573249,0.3019,32.35,194.37,1534,1503,4,11,1,8,0,0,0,0,72.8,0,0,0,0,0,0,6,0.0003,0.00,0.00,0.00
199,10,573190,0.3020,32.62,195.27,1576,1531,3,14,0,8,0,0,0,0,72.8,0,0,0,0,0,0,7,0.0001,0.00,0.00,0.00
199.25,10,573254,0.3019,33.00,195.99,1449,1529,2,16,0,7,0,0,0,0,72.8,0,0,0,0,0,0,6,0.0001,0.00,0.00,0.00
199.5,10,573241,0.3019,33.10,196.62,1478,1473,4,9,0,7,0,0,0,0,72.8,0,0,0,0,0,0,6,0.0002,0.00,0.00,0.00
199.75,10,573283,0.3019,33.01,197.15,1481,1538,2,15,0,8,0,0,0,0,72.8,0,0,0,0,0,0,7,0.0000,0.00,0.00,0.00
200,10,573258,0.3019,32.65,197.59,1537,1521,6,9,0,8,0,0,0,0,72.8,0,0,0,0,0,0,6,0.0001,0.00,0.00,0.00
200.25,10,573133,0.3020,32.42,197.97,1547,1439,2,17,0,7,0,0,0,0,53.8,0,0,0,0,0,0,6,0.0002,3.73,9.25,30.15
200.5,10,573175,0.3019,32.19,198.28,1427,1485,6,16,0,6,0,0,0,0,53.8,0,0,0,0,0,0,6,0.0003,0.00,0.00,0.00
200.75,10,573128,0.3019,31.96,198.55,1426,1396,6,17,0,7,0,0,0,0,53.8,0,0,0,0,0,0,7,0.0001,0.00,0.00,0.00
201,10,573143,0.3019,31.88,198.77,1407,1431,2,9,0,8,0,0,0,0,53.8,0,0,0,0,0,0,6,0.0002,0.00,0.00,0.00
201.25,10,573156,0.3019,32.02,198.96,1376,1400,1,11,0,7,0,0,0,0,53.8,0,0,0,0,0,0,7,0.0000,0.00,0.00,0.00
201.5,10,573148,0.3019,30.55,199.11,1358,1358,2,8,0,7,0,0,0,0,53.8,0,0,0,0,0,0,6,0.0002,0.00,0.00,0.00
201.75,10,573134,0.3019,30.91,199.24,1360,1353,1,7,0,9,0,0,0,0,53.8,0,0,0,0,0,0,6,0.0003,0.00,0.00,0.00
202,10,573151,0.3019,29.69,199.34,1315,1347,3,15,0,9,0,0,0,0,53.8,0,0,0,0,0,0,7,0.0001,0.00,0.00,0.00
202.25,10,573140,0.3019,30.51,199.42,1384,1379,3,6,0,6,0,0,0,0,53.8,0,0,0,0,0,0,6,0.0002,1.17,8.24,23.71
202.5,10,573113,0.3020,29.53,199.48,1395,1374,5,7,0,7,0,0,0,0,53.8,0,0,0,0,0,0,7,0.0001,0.00,0.00,0.00
202.75,10,573115,0.3020,29.53,199.53,1322,1338,2,14,1,8,0,0,0,0,53.8,0,0,0,0,0,0,6,0.0002,0.00,0.00,0.00
203,10,573151,0.3019,28.54,199.53,1319,1363,1,8,2,8,0,0,0,0,53.8,0,0,0,0,0,0,7,0.0000,0.00,0.00,0.00
203.25,10,573142,0.3019,29.30,199.53,1361,1360,2,8,0,6,0,0,0,0,53.8,0,0,0,0,0,0,6,0.0001,0.00,0.00,0.00
203.5,10,573217,0.3019,28.08,199.48,1273,1356,2,8,0,6,0,0,0,0,53.8,0,0,0,0,0,0,6,0.0003,0.00,0.00,0.00
203.75,10,573248,0.3019,28.84,199.48,1228,1268,1568,9,0,7,0,0,0,0,53.8,0,0,0,0,0,0,7,0.0001,0.00,0.00,0.00
204,10,573141,0.3020,29.32,199.20,1427,1329,2,9,0,7,0,0,0,0,53.8,0,0,0,0,0,0,6,0.0002,0.00,0.00,0.00
204.25,10,573185,0.3019,28.77,199.15,1281,1329,0,4,0,7,0,0,0,0,53.8,0,0,0,0,0,0,7,0.0001,2.45,9.88,20.22
204.5,10,573165,0.3020,29.36,198.38,1364,1349,1,5,0,7,0,0,0,0,53.8,0,0,0,0,0,0,6,0.0002,0.00,0.00,0.00
204.75,10,573173,0.3020,29.33,198.57,1351,1369,2,10,0,7,0,0,0,0,53.8,0,0,0,0,0,0,7,0.0000,0.00,0.00,0.00
205,10,573231,0.3019,30.07,198.75,1293,1361,5,10,0,8,0,0,0,0,53.8,0,0,0,0,0,0,6,0.0001,0.00,0.00,0.00
205.25,10,573288,0.3019,29.82,198.90,1259,1325,3,9,0,6,0,0,0,0,53.8,0,0,0,0,0,0,6,0.0002,0.00,0.00,0.00
205.5,10,573320,0.3019,31.40,198.99,1280,1321,0,9,0,7,0,0,0,0,53.8,0,0,0,0,0,0,7,0.0001,0.00,0.00,0.00
205.75,10,573310,0.3019,30.49,199.05,1290,1287,3,7,1,7,0,0,0,0,53.8,0,0,0,0,0,0,6,0.0002,0.00,0.00,0.00
206,10,573319,0.3019,31.18,198.99,1273,1295,2,13,1,11,0,0,0,0,53.8,0,0,0,0,0,0,7,0.0000,0.00,0.00,0.00
206.25,10,573364,0.3019,31.72,198.92,1242,1297,2,10,0,7,0,0,0,0,53.8,0,0,0,0,0,0,6,0.0001,1.51,8.43,17.82
206.5,10,573386,0.3018,31.71,198.86,1246,1275,1,7,2,6,0,0,0,0,53.8,0,0,0,0,0,0,6,0.0002,0.00,0.00,0.00
206.75,10,573399,0.3018,31.08,198.77,1226,1246,1,7,2,9,0,0,0,0,53.8,0,0,0,0,0,0,7,0.0001,0.00,0.00,0.00
207,10,573425,0.3018,31.47,198.80,1241,1278,2,11,2,6,0,0,0,0,53.8,0,0,0,0,0,0,6,0.0002,0.00,0.00,0.00
207.25,10,573468,0.3018,31.31,198.86,1171,1224,0,10,1,8,0,0,0,0,53.8,0,0,0,0,0,0,7,0.0000,0.00,0.00,0.00
207.5,10,573476,0.3018,31.31,198.90,1254,1269,4,7,4,6,0,0,0,0,53.8,0,0,0,0,0,0,6,0.0001,0.00,0.00,0.00
207.75,10,573548,0.3017,31.02,198.91,1149,1230,4,9,4,7,0,0,0,0,53.8,0,0,0,0,0,0,6,0.0002,0.00,0.00,0.00
208,10,573585,0.3017,30.78,198.96,1142,1193,3,14,7,8,0,0,0,0,53.8,0,0,0,0,0,0,7,0.0001,0.00,0.00,0.00
208.25,10,573598,0.3017,30.14,199.06,1136,1157,2,8,13,7,0,0,0,0,53.8,0,0,0,0,0,0,6,0.0002,3.86,10.26,20.80
208.5,10,573595,0.3017,30.29,199.16,1146,1152,5,9,11,7,0,0,0,0,53.8,0,0,0,0,0,0,7,0.0000,0.00,0.00,0.00
208.75,10,573661,0.3016,30.25,199.26,1095,1171,3,10,18,7,0,0,0,0,53.8,0,0,0,0,0,0,6,0.0001,0.00,0.00,0.00
209,10,573751,0.3015,30.36,199.37,1054,1160,3,16,16,7,0,0,0,0,53.8,0,0,0,0,0,0,6,0.0002,0.00,0.00,0.00
209.25,10,573717,0.3015,29.90,199.41,1106,1089,5,18,11,9,0,0,0,0,53.8,0,0,0,0,0,0,7,0.0001,0.00,0.00,0.00
209.5,10,573780,0.3014,30.20,199.46,1086,1161,3,12,11,8,0,0,0,0,53.8,0,0,0,0,0,0,6,0.0002,0.00,0.00,0.00
209.75,10,573805,0.3014,29.58,199.51,1037,1074,6,13,5,9,0,0,0,0,53.8,0,0,0,0,0,0,7,0.0000,0.00,0.00,0.00
210,10,573820,0.3014,30.07,199.56,1046,1079,9,18,4,7,0,0,0,0,53.8,0,0,0,0,0,0,6,0.0002,0.00,0.00,0.00
210.25,10,573858,0.3013,29.78,192.47,1040,1102,5,24,5,8,0,0,0,0,23.0,0,0,0,0,0,0,7,0.0000,2.84,11.37,27.94
210.5,10,573877,0.3013,29.89,192.90,1067,1100,1,14,0,6,0,0,0,0,23.0,0,0,0,0,0,0,6,0.0001,0.00,0.00,0.00
210.75,10,573909,0.3013,29.95,192.53,1001,1042,4,9,1,7,0,0,0,0,23.0,0,0,0,0,0,0,6,0.0003,0.00,0.00,0.00
211,10,573942,0.3013,29.51,193.03,980,1021,5,9,0,8,0,0,0,0,23.0,0,0,0,0,0,0,7,0.0001,0.00,0.00,0.00
211.25,10,574002,0.3012,29.70,193.44,1005,1076,3,11,1,7,0,0,0,0,23.0,0,0,0,0,0,0,6,0.0003,0.00,0.00,0.00
211.5,10,574008,0.3012,29.53,193.77,1007,1023,4,11,0,7,0,0,0,0,23.0,0,0,0,0,0,0,7,0.0001,0.00,0.00,0.00
211.75,10,574016,0.3012,28.14,194.18,1008,1028,3,12,0,8,0,0,0,0,23.0,0,0,0,0,0,0,7,0.0000,0.00,0.00,0.00
212,10,574074,0.3012,29.04,194.56,958,1029,0,13,0,7,0,0,0,0,23.0,0,0,0,0,0,0,6,0.0002,0.00,0.00,0.00
212.25,10,574156,0.3012,28.24,194.92,938,1021,5,3,0,9,0,0,0,0,23.0,0,0,0,0,0,0,7,0.0000,2.35,21.15,57.81
212.5,10,574220,0.3011,28.82,195.32,948,1027,2,15,0,10,0,0,0,0,23.0,0,0,0,0,0,0,6,0.0002,0.00,0.00,0.00
212.75,10,574196,0.3011,26.40,194.77,967,950,6,7,0,8,0,0,0,0,23.0,0,0,0,0,0,0,7,0.0001,0.00,0.00,0.00
213,10,574192,0.3012,26.83,195.07,960,960,5,4,0,6,0,0,0,0,23.0,0,0,0,0,0,0,6,0.0002,0.00,0.00,0.00
213.25,10,574235,0.3011,25.64,194.85,909,962,4,10,0,8,0,0,0,0,23.0,0,0,0,0,0,0,7,0.0001,0.00,0.00,0.00
213.5,10,574215,0.3011,27.68,195.30,905,896,23765,11,0,7,0,0,0,0,23.0,0,0,0,0,0,0,6,0.0003,0.00,0.00,0.00
213.75,10,574121,0.3012,28.09,195.57,1055,976,5,15,0,8,0,0,1,0,23.0,0,0,0,0,0,0,7,0.0001,0.00,0.00,0.00
214,10,574147,0.3012,28.78,195.86,1033,1066,6,7,0,8,0,0,0,0,23.0,0,0,0,0,0,0,7,0.0000,0.00,0.00,0.00
214.25,10,574198,0.3011,26.88,196.11,1048,1113,4,14,0,6,0,0,0,0,23.0,0,0,0,0,0,0,6,0.0002,2.06,10.46,16.70
214.5,10,574279,0.3011,27.90,196.29,1095,1190,5,14,0,8,0,0,0,0,23.0,0,0,0,0,0,0,7,0.0001,0.00,0.00,0.00
214.75,10,574340,0.3011,27.33,196.44,1142,1213,4,10,0,9,0,0,0,0,23.0,0,0,0,0,0,0,6,0.0003,0.00,0.00,0.00
215,10,574475,0.3010,28.96,195.02,1090,1236,3,11,0,9,0,0,0,0,23.0,0,0,0,0,0,0,7,0.0002,0.00,0.00,0.00
215.25,10,574483,0.3010,27.36,194.85,1158,1174,3,8,1,10,0,0,0,0,23.0,0,0,0,0,0,0,7,0.0000,0.00,0.00,0.00
215.5,10,574523,0.3010,28.88,193.85,1173,1221,3,8,2,7,0,0,0,0,23.0,0,0,0,0,0,0,6,0.0002,0.00,0.00,0.00
215.75,10,574652,0.3009,25.93,192.63,1097,1232,5,6,5,8,0,0,0,0,23.0,0,0,0,0,0,0,7,0.0001,0.00,0.00,0.00
216,10,574640,0.3009,24.60,190.69,1204,1204,6,13,2,7,0,0,0,0,23.0,0,0,0,0,0,0,7,0.0000,0.00,0.00,0.00
216.25,10,574590,0.3009,24.25,185.71,1188,1143,1112,5,2,7,0,0,0,0,23.0,0,0,0,0,0,0,6,0.0002,2.48,9.73,43.09
216.5,10,574511,0.3010,24.91,178.77,1280,1215,6,14,0,8,0,0,0,0,23.0,0,0,0,0,0,0,7,0.0001,0.00,0.00,0.00
216.75,10,574608,0.3009,24.10,176.98,1175,1276,0,4,1,7,0,0,0,0,23.0,0,0,0,0,0,0,6,0.0003,0.00,0.00,0.00
217,10,574601,0.3009,24.82,175.77,1242,1248,1,13,0,9,0,0,0,0,23.0,0,0,0,0,0,0,7,0.0001,0.00,0.00,0.00
217.25,10,574680,0.3009,25.64,174.64,1180,1275,3,16,0,8,0,0,0,0,23.0,0,0,0,0,0,0,7,0.0000,0.00,0.00,0.00
217.5,10,574679,0.3009,26.17,175.15,1237,1248,2,12,0,8,0,0,0,0,23.0,0,0,0,0,0,0,6,0.0002,0.00,0.00,0.00
217.75,10,574674,0.3009,27.22,176.89,1316,1324,2,13,0,11,0,0,0,0,23.0,0,0,0,0,0,0,7,0.0001,0.00,0.00,0.00
218,10,574677,0.3009,28.41,180.35,1321,1329,5,7,0,11,0,0,0,0,23.0,0,0,0,0,0,0,7,0.0000,0.00,0.00,0.00
218.25,10,574638,0.3009,28.59,183.25,1327,1306,3,18,0,7,0,0,0,0,23.0,0,0,0,0,0,0,6,0.0002,3.31,12.41,45.03
218.5,10,574613,0.3009,29.93,185.56,1355,1349,2,19,0,8,0,0,0,0,23.0,0,0,0,0,0,0,7,0.0001,0.00,0.00,0.00
218.75,10,574589,0.3009,29.50,187.25,1375,1361,2,10,0,10,0,0,0,0,23.0,0,0,0,0,0,0,7,0.0000,0.00,0.00,0.00
219,10,574646,0.3009,28.72,189.00,1303,1367,1,7,0,12,0,0,0,0,23.0,0,0,0,0,0,0,6,0.0002,0.00,0.00,0.00
219.25,10,574620,0.3009,28.00,190.48,1314,1297,6,9,0,9,0,0,0,0,23.0,0,0,0,0,0,0,7,0.0001,0.00,0.00,0.00
219.5,10,574548,0.3010,28.25,191.81,1371,1311,7,13,0,9,0,0,0,0,23.0,0,0,0,0,0,0,7,0.0000,0.00,0.00,0.00
219.75,10,574517,0.3010,26.99,192.74,1320,1297,5,8,0,8,0,0,0,0,23.0,0,0,0,0,0,0,6,0.0002,0.00,0.00,0.00
220,10,574508,0.3010,26.61,193.45,1303,1306,9,13,0,7,0,0,0,0,23.0,0,0,0,0,0,0,7,0.0002,0.00,0.00,0.00
220.25,10,574483,0.3010,26.76,194.04,1318,1303,7,10,0,9,0,0,0,0,-14.3,0,0,0,0,0,0,7,0.0001,3.33,19.40,48.60
220.5,10,574470,0.3010,25.87,192.14,1308,1301,3,7,0,6,0,0,0,0,-14.3,0,0,0,0,0,0,6,0.0003,0.00,0.00,0.00
220.75,10,574432,0.3010,25.42,190.60,1286,1267,4,19,0,8,0,0,0,0,-14.3,0,0,0,0,0,0,7,0.0002,0.00,0.00,0.00
221,10,574435,0.3010,23.88,191.77,1252,1271,3,16,0,10,0,0,0,0,-14.3,0,0,0,0,0,0,7,0.0001,0.00,0.00,0.00
221.25,10,574383,0.3010,23.82,192.37,1261,1227,5,18,1,8,0,0,0,0,-14.3,0,0,0,0,0,0,7,0.0001,0.00,0.00,0.00
221.5,10,574358,0.3010,23.79,193.45,1153,1148,0,20,0,7,0,0,0,0,-14.3,0,0,0,0,0,0,6,0.0003,0.00,0.00,0.00
221.75,10,574294,0.3011,24.69,194.49,1153,1103,3,14,0,10,0,0,0,0,-14.3,0,0,0,0,0,0,7,0.0002,0.00,0.00,0.00
222,10,574331,0.3010,23.98,195.31,1046,1092,2,9,0,9,0,0,0,0,-14.3,0,0,0,0,0,0,7,0.0001,0.00,0.00,0.00
222.25,10,574311,0.3011,24.98,194.11,1128,1113,1,5,0,8,0,0,0,0,-14.3,0,0,0,0,0,0,7,0.0001,2.67,13.37,36.89
222.5,10,574337,0.3011,26.02,194.24,1114,1145,5,5,0,9,0,0,0,0,-14.3,0,0,0,0,0,1,6,0.0003,0.00,0.00,0.00
222.75,9,574401,0.3010,26.88,192.63,1130,1204,1572,10,0,8,0,0,0,0,-14.3,0,0,0,0,0,1,7,0.0002,0.00,0.00,0.00
223,9,574359,0.3011,29.00,192.02,1241,1205,7,6,0,8,0,0,0,0,-14.3,0,0,0,0,0,0,7,0.0001,0.00,0.00,0.00
223.25,9,574444,0.3010,29.02,192.63,1218,1312,1,9,0,11,0,0,0,0,-14.3,0,0,0,0,0,0,7,0.0000,0.00,0.00,0.00
223.5,9,574498,0.3010,31.20,193.10,1308,1364,1,2,0,9,0,0,0,0,-14.3,0,0,0,0,0,0,6,0.0002,0.00,0.00,0.00
223.75,9,574484,0.3010,30.33,194.14,1365,1357,1,6,0,9,0,0,0,0,-14.3,0,0,0,0,0,0,7,0.0001,0.00,0.00,0.00
224,9,574493,0.3011,31.85,194.59,1315,1328,6,5,0,7,0,0,0,0,-14.3,0,0,0,0,0,0,7,0.0000,0.00,0.00,0.00
224.25,9,574564,0.3010,30.19,194.99,1274,1350,10541,5,0,7,0,0,0,0,-14.3,0,0,0,0,0,0,6,0.0002,2.23,17.70,39.20
224.5,9,574500,0.3011,33.16,194.29,1498,1440,4,6,0,10,0,0,0,0,-14.3,0,0,0,0,0,0,7,0.0001,0.00,0.00,0.00
224.75,9,574564,0.3011,32.13,195.07,1439,1503,0,0,0,7,0,0,0,0,-14.3,0,0,0,0,0,0,7,0.0000,0.00,0.00,0.00
