t,plates,parcels,cont_frac,mean_v,max_v,subducted,created,accreted,absorbed,cont_lost,cont_grown,rifts,merges,initiations,active_rifts,sea_level,backarcs,arc_plates,weld_static,weld_locked,retired,dissolved,deposited,sediment,stress_p50,stress_p95,stress_max
499.25,11,557939,0.2949,50.53,199.55,3277,3137,9,4,0,12,0,0,0,0,369.3,0,1,0,0,0,0,11,0.0002,0.00,0.00,0.00
499.5,11,557805,0.2950,49.92,199.53,3323,3195,9,7,0,12,0,0,1,0,369.3,0,1,0,0,0,0,11,0.0000,0.00,0.00,0.00
499.75,11,557694,0.2950,50.23,199.48,3303,3201,12,9,0,11,0,0,0,0,369.3,0,1,0,0,0,0,10,0.0002,0.00,0.00,0.00
500,11,557523,0.2952,49.70,199.42,3391,3230,8,10,0,18,0,0,0,0,369.3,0,1,0,0,0,0,11,0.0000,0.00,0.00,0.00
500.25,11,557339,0.2953,50.06,199.39,3316,3135,12,5,0,15,0,0,0,0,355.9,0,1,0,0,0,0,10,0.0002,4.45,23.86,155.09
500.5,11,557186,0.2954,49.45,199.32,3320,3175,3,8,0,14,0,0,1,0,355.9,0,1,0,0,0,0,11,0.0000,0.00,0.00,0.00
500.75,11,557053,0.2955,49.88,199.31,3248,3121,10,6,0,12,0,0,0,0,355.9,0,1,0,0,0,0,10,0.0002,0.00,0.00,0.00
501,11,556962,0.2955,48.98,199.26,3317,3236,10,10,0,12,0,0,0,0,355.9,0,1,0,0,0,0,10,0.0003,0.00,0.00,0.00
501.25,11,556915,0.2956,48.49,199.16,3239,3202,4,10,0,14,0,0,0,0,355.9,0,1,0,0,0,0,11,0.0001,0.00,0.00,0.00
501.5,11,556830,0.2956,48.22,199.14,3276,3198,6,8,0,12,0,0,0,0,355.9,0,1,0,0,0,0,10,0.0002,0.00,0.00,0.00
501.75,11,556711,0.2957,48.16,199.12,3226,3112,6,5,0,17,0,0,0,0,355.9,0,1,0,0,0,0,11,0.0000,0.00,0.00,0.00
502,11,556646,0.2958,47.57,199.08,3222,3162,7,5,0,14,0,0,0,0,355.9,0,1,0,0,0,0,10,0.0001,0.00,0.00,0.00
502.25,11,556617,0.2958,47.54,199.04,3125,3099,5,3,0,12,0,0,0,0,355.9,0,1,0,0,0,0,10,0.0002,5.72,20.19,158.46
502.5,11,556515,0.2959,47.06,199.01,3213,3117,3,6,0,13,0,0,1,0,355.9,0,1,0,0,0,0,10,0.0003,0.00,0.00,0.00
502.75,11,556397,0.2960,46.98,198.97,3160,3046,4,5,0,15,0,0,0,0,355.9,0,1,0,0,0,0,11,0.0000,0.00,0.00,0.00
503,11,556406,0.2960,46.46,198.98,3095,3105,0,1,0,18,0,0,0,0,355.9,0,1,0,0,0,0,10,0.0001,0.00,0.00,0.00
503.25,11,556343,0.2960,46.21,199.02,3064,3002,4,1,0,12,0,0,0,0,355.9,0,1,0,0,0,0,10,0.0001,0.00,0.00,0.00
503.5,11,556410,0.2960,45.44,199.05,2992,3063,6,4,0,13,0,0,0,0,355.9,0,1,0,0,0,0,10,0.0001,0.00,0.00,0.00
503.75,11,556310,0.2961,44.84,199.08,3037,2942,0,5,0,12,0,0,0,0,355.9,0,1,0,0,0,0,10,0.0002,0.00,0.00,0.00
504,11,556228,0.2962,43.84,199.08,2984,2910,3,8,0,15,0,0,0,0,355.9,0,1,0,0,0,0,10,0.0002,0.00,0.00,0.00
504.25,11,556262,0.2961,43.46,199.07,2843,2887,3,10,0,12,0,0,0,0,355.9,0,1,0,0,0,0,10,0.0002,8.67,20.83,151.49
504.5,11,556252,0.2962,42.65,199.08,2816,2819,5,13,0,15,0,0,0,0,355.9,0,1,0,0,0,0,10,0.0002,0.00,0.00,0.00
504.75,11,556178,0.2962,42.26,199.16,2827,2764,5,11,0,12,0,0,0,0,355.9,0,1,0,0,0,0,10,0.0002,0.00,0.00,0.00
505,11,556212,0.2962,41.65,199.19,2688,2735,8,16,1,11,0,0,0,0,355.9,0,1,0,0,0,0,10,0.0002,0.00,0.00,0.00
505.25,11,556217,0.2962,40.77,199.23,2692,2715,7,18,1,13,0,0,0,0,355.9,0,1,0,0,0,0,10,0.0002,0.00,0.00,0.00
505.5,11,556198,0.2962,41.35,199.28,2672,2670,12,18,1,12,0,0,0,0,355.9,0,1,0,0,0,0,10,0.0003,0.00,0.00,0.00
505.75,11,556092,0.2962,39.76,199.25,2671,2592,10,27,2,14,0,0,0,0,355.9,0,1,0,0,0,0,11,0.0000,0.00,0.00,0.00
506,11,556124,0.2962,39.22,199.20,2538,2597,6,27,0,15,0,0,0,0,355.9,0,1,0,0,0,0,10,0.0001,0.00,0.00,0.00
506.25,11,556111,0.2962,40.38,199.20,2506,2521,4,28,3,13,0,0,0,0,355.9,0,1,0,0,0,0,10,0.0001,9.88,31.19,214.47
506.5,11,556087,0.2962,39.13,199.07,2616,2604,8,12,1,13,0,0,0,0,355.9,0,1,0,0,0,0,10,0.0002,0.00,0.00,0.00
506.75,11,556135,0.2961,38.59,199.20,2519,2579,2,12,0,12,0,0,0,0,355.9,0,1,0,0,0,0,10,0.0002,0.00,0.00,0.00
507,11,556150,0.2961,39.45,199.29,2493,2517,3,9,3,13,0,0,0,0,355.9,0,1,0,0,0,0,10,0.0002,0.00,0.00,0.00
507.25,11,556197,0.2961,38.58,199.40,2480,2535,4,8,0,13,0,0,0,0,355.9,0,1,0,0,0,0,10,0.0003,0.00,0.00,0.00
507.5,11,556206,0.2961,39.05,199.46,2485,2500,4,6,1,13,0,0,0,0,355.9,0,1,0,0,0,0,11,0.0000,0.00,0.00,0.00
507.75,11,556186,0.2962,39.35,199.52,2505,2492,5,7,0,16,0,0,0,0,355.9,0,1,0,0,0,0,10,0.0001,0.00,0.00,0.00
508,11,556276,0.2961,39.53,199.57,2399,2496,6,8,1,13,0,0,0,0,355.9,0,1,0,0,0,0,10,0.0001,0.00,0.00,0.00
508.25,11,556239,0.2962,39.55,199.61,2509,2477,8,6,0,15,0,0,0,0,355.9,0,1,0,0,0,0,10,0.0001,10.05,38.54,135.98
508.5,11,556276,0.2962,40.28,199.64,2408,2453,7,8,0,14,0,0,0,0,355.9,0,1,0,0,0,0,10,0.0001,0.00,0.00,0.00
508.75,11,556205,0.2962,40.03,199.63,2532,2480,7,19,0,12,0,0,0,0,355.9,0,1,0,0,0,0,10,0.0001,0.00,0.00,0.00
509,11,556192,0.2962,41.19,199.59,2401,2406,10,18,0,12,0,0,0,0,355.9,0,1,0,0,0,0,10,0.0002,0.00,0.00,0.00
509.25,11,556275,0.2961,40.92,199.58,2410,2506,14,13,0,13,0,0,0,0,355.9,0,1,0,0,0,0,10,0.0002,0.00,0.00,0.00
509.5,11,556276,0.2961,41.23,199.50,2464,2481,20,18,1,15,0,0,0,0,355.9,0,1,0,0,0,0,10,0.0002,0.00,0.00,0.00
509.75,11,556283,0.2961,41.28,199.33,2423,2453,10,23,0,14,0,0,0,0,355.9,0,1,0,0,0,0,10,0.0002,0.00,0.00,0.00
510,11,556264,0.2961,41.82,199.20,2454,2457,7,23,1,12,0,0,0,0,355.9,0,1,0,0,0,0,10,0.0002,0.00,0.00,0.00
510.25,11,556287,0.2961,41.17,198.90,2437,2475,6,15,0,12,0,0,0,0,372.5,0,1,0,0,0,0,10,0.0002,9.78,36.87,202.70
510.5,11,556316,0.2961,41.10,198.58,2396,2444,9,19,1,15,0,0,0,0,372.5,0,1,0,0,0,0,10,0.0003,0.00,0.00,0.00
510.75,11,556283,0.2961,41.76,197.96,2494,2478,7,18,1,15,0,0,0,0,372.5,0,1,0,0,0,0,11,0.0000,0.00,0.00,0.00
511,11,556285,0.2961,42.29,197.25,2433,2458,8,23,1,14,0,0,0,0,372.5,0,1,0,0,0,0,10,0.0001,0.00,0.00,0.00
511.25,11,556460,0.2960,41.40,196.37,2388,2581,5,18,0,13,0,0,0,0,372.5,0,1,0,0,0,0,10,0.0001,0.00,0.00,0.00
511.5,11,556462,0.2960,41.31,195.22,2516,2534,8,17,0,13,0,0,0,0,372.5,0,1,0,0,0,0,10,0.0001,0.00,0.00,0.00
511.75,11,556409,0.2960,41.61,193.48,2559,2527,31,21,0,13,0,0,1,0,372.5,0,1,0,0,0,0,10,0.0002,0.00,0.00,0.00
512,11,556438,0.2959,41.85,189.60,2427,2479,7,23,0,14,0,0,0,0,372.5,0,1,0,0,0,0,10,0.0002,0.00,0.00,0.00
512.25,11,556513,0.2959,41.03,187.54,2448,2542,4,19,0,15,0,0,0,0,372.5,0,1,0,0,0,0,10,0.0003,9.34,40.16,101.16
512.5,11,556444,0.2959,41.17,184.96,2563,2516,10,23,0,12,0,0,0,0,372.5,0,1,0,0,0,0,11,0.0000,0.00,0.00,0.00
512.75,11,556387,0.2959,40.77,183.25,2556,2516,8,17,0,12,0,0,0,0,372.5,0,1,0,0,0,0,10,0.0001,0.00,0.00,0.00
513,11,556460,0.2959,41.18,182.10,2396,2492,1,23,0,11,0,0,0,0,372.5,0,1,0,0,0,0,10,0.0001,0.00,0.00,0.00
513.25,11,556475,0.2959,39.73,181.71,2459,2493,6,19,0,14,0,0,0,0,372.5,0,1,0,0,0,0,10,0.0002,0.00,0.00,0.00
513.5,11,556487,0.2959,39.23,181.78,2448,2470,4,10,0,11,0,0,0,0,372.5,0,1,0,0,0,0,10,0.0002,0.00,0.00,0.00
513.75,11,556546,0.2958,38.88,182.24,2329,2401,4,13,2,11,0,0,0,0,372.5,0,1,0,0,0,0,10,0.0002,0.00,0.00,0.00
514,11,556572,0.2958,39.44,183.38,2352,2394,3,16,2,13,0,0,0,0,372.5,0,1,0,0,0,0,10,0.0003,0.00,0.00,0.00
514.25,11,556692,0.2958,38.15,184.17,2268,2400,5,12,1,13,0,0,0,0,372.5,0,1,0,0,0,0,10,0.0003,9.40,40.02,104.83
514.5,11,556717,0.2957,37.74,184.72,2292,2327,6,10,3,13,0,0,0,0,372.5,0,1,0,0,0,0,11,0.0000,0.00,0.00,0.00
514.75,11,556834,0.2957,38.50,185.04,2191,2323,3,15,1,12,0,0,0,0,372.5,0,1,0,0,0,0,10,0.0000,0.00,0.00,0.00
515,11,556907,0.2957,37.55,186.66,2193,2280,15379,14,0,15,0,0,0,0,372.5,0,1,0,0,0,0,10,0.0000,0.00,0.00,0.00
515.25,11,556818,0.2957,36.82,188.54,2286,2202,5,5,1,10,0,0,0,0,372.5,0,1,0,0,0,0,10,0.0001,0.00,0.00,0.00
515.5,11,557004,0.2956,36.50,190.17,2107,2302,0,9,0,12,0,0,0,0,372.5,0,1,0,0,0,0,10,0.0001,0.00,0.00,0.00
515.75,11,557001,0.2956,36.59,191.44,2162,2162,4,3,0,11,0,0,0,0,372.5,0,1,0,0,0,0,10,0.0001,0.00,0.00,0.00
516,11,557086,0.2956,37.27,192.50,2114,2204,1,5,0,12,0,0,0,0,372.5,0,1,0,0,0,0,10,0.0000,0.00,0.00,0.00
516.25,11,557116,0.2956,36.90,193.46,2174,2208,5,4,0,15,0,0,0,0,372.5,0,1,0,0,0,0,10,0.0000,8.22,35.45,125.29
516.5,11,557168,0.2956,36.88,194.33,2135,2191,1,4,0,12,0,0,0,0,372.5,0,1,0,0,0,0,10,0.0000,0.00,0.00,0.00
516.75,11,557241,0.2956,37.29,195.17,2035,2111,2,4,0,12,0,0,0,0,372.5,0,1,0,0,0,0,9,0.0003,0.00,0.00,0.00
517,11,557326,0.2956,38.23,195.88,2064,2156,2,7,0,12,0,0,0,0,372.5,0,1,0,0,0,0,10,0.0002,0.00,0.00,0.00
517.25,11,557421,0.2955,38.57,196.48,2054,2151,6,3,0,12,0,0,0,0,372.5,0,1,0,0,0,0,10,0.0002,0.00,0.00,0.00
517.5,11,557449,0.2955,39.30,196.95,2076,2109,2,5,0,14,0,0,0,0,372.5,0,1,0,0,0,0,10,0.0002,0.00,0.00,0.00
517.75,11,557533,0.2955,39.23,197.36,2093,2187,6,10,0,13,0,0,0,0,372.5,0,1,0,0,0,0,10,0.0001,0.00,0.00,0.00
518,11,557556,0.2955,39.53,197.72,2020,2052,2,9,0,13,0,0,0,0,372.5,0,1,0,0,0,0,10,0.0001,0.00,0.00,0.00
518.25,11,557688,0.2954,39.55,198.02,2021,2162,5,10,1,14,0,0,0,0,372.5,0,1,0,0,0,0,10,0.0000,9.69,39.32,129.78
518.5,11,557734,0.2954,40.45,198.30,2030,2083,1,7,0,10,0,0,0,0,372.5,0,1,0,0,0,0,9,0.0002,0.00,0.00,0.00
518.75,11,557735,0.2954,39.69,198.53,2144,2154,2,9,0,12,0,0,0,0,372.5,0,1,0,0,0,0,10,0.0002,0.00,0.00,0.00
519,11,557767,0.2954,39.32,198.71,2005,2044,2,7,0,12,0,0,0,0,372.5,0,1,0,0,0,0,10,0.0001,0.00,0.00,0.00
519.25,11,557804,0.2954,39.55,198.70,2078,2123,1,8,0,12,0,0,0,0,372.5,0,1,0,0,0,0,10,0.0001,0.00,0.00,0.00
519.5,11,557774,0.2954,39.58,198.76,2063,2039,2,6,1,13,0,0,0,0,372.5,0,1,0,0,0,0,9,0.0003,0.00,0.00,0.00
519.75,11,557869,0.2954,40.21,198.45,1985,2090,4,10,1,11,0,0,0,0,372.5,0,1,0,0,0,0,10,0.0002,0.00,0.00,0.00
520,11,557977,0.2953,39.50,198.55,2007,2120,6,5,0,11,0,0,0,0,372.5,0,1,0,0,0,0,10,0.0001,0.00,0.00,0.00
520.25,11,557974,0.2954,39.15,198.77,2006,2012,4,9,1,12,0,0,0,0,327.5,0,1,0,0,0,0,10,0.0001,9.73,37.06,151.24
520.5,11,558097,0.2953,39.49,198.82,1944,2073,1,6,0,11,0,0,0,0,327.5,0,1,0,0,0,0,9,0.0003,0.00,0.00,0.00
520.75,11,558121,0.2953,39.39,198.46,1961,1989,1,4,0,13,0,0,0,0,327.5,0,1,0,0,0,0,10,0.0002,0.00,0.00,0.00
521,12,558253,0.2953,40.21,191.26,1892,2028,4,4,1,13,0,0,0,0,327.5,1,2,0,0,0,0,10,0.0001,0.00,0.00,0.00
521.25,12,558305,0.2952,39.68,189.96,1983,2047,6,12,0,10,0,0,1,0,327.5,0,2,0,0,0,0,9,0.0003,0.00,0.00,0.00
521.5,12,558321,0.2952,39.66,190.59,1934,1955,4,5,0,11,0,0,1,0,327.5,0,2,0,0,0,0,10,0.0002,0.00,0.00,0.00
521.75,12,558451,0.2952,39.51,191.06,1907,2040,0,3,0,12,0,0,0,0,327.5,0,2,0,0,0,0,10,0.0001,0.00,0.00,0.00
522,12,558498,0.2952,40.31,191.61,1854,1903,4,2,0,13,0,0,0,0,327.5,0,2,0,0,0,0,9,0.0003,0.00,0.00,0.00
522.25,12,558554,0.2952,39.67,192.10,1925,1988,4,9,0,12,0,0,0,0,327.5,0,2,0,0,0,0,10,0.0002,11.34,44.71,258.77
522.5,12,558653,0.2951,39.47,191.71,1793,1898,10,6,0,10,0,0,0,0,327.5,0,2,0,0,0,0,10,0.0001,0.00,0.00,0.00
522.75,12,558742,0.2951,39.37,191.51,1790,1889,4,10,0,11,0,0,0,0,327.5,0,2,0,0,0,0,9,0.0002,0.00,0.00,0.00
523,12,558787,0.2951,39.34,191.89,1778,1828,5,5,0,11,0,0,0,0,327.5,0,2,0,0,0,0,10,0.0001,0.00,0.00,0.00
523.25,12,558888,0.2950,39.28,191.22,1716,1824,3,7,0,11,0,0,0,0,327.5,0,2,0,0,0,0,10,0.0000,0.00,0.00,0.00
523.5,12,558998,0.2950,39.33,191.72,1699,1814,4,5,1,11,0,0,0,0,327.5,0,2,0,0,0,0,9,0.0002,0.00,0.00,0.00
523.75,12,559065,0.2950,38.96,191.69,1733,1807,2,7,2,11,0,0,0,0,327.5,0,2,0,0,0,0,10,0.0000,0.00,0.00,0.00
524,12,559119,0.2950,38.84,192.21,1666,1727,2,7,0,11,0,0,0,0,327.5,0,2,0,0,0,0,9,0.0002,0.00,0.00,0.00
524.25,11,559172,0.2949,38.58,192.15,1674,1734,7,8,1,10,0,1,0,0,327.5,0,1,0,0,1,0,10,0.0001,11.06,41.54,162.51
524.5,11,559333,0.2949,39.13,192.24,1559,1726,2,6,0,15,0,0,0,0,327.5,0,1,0,0,0,0,9,0.0002,0.00,0.00,0.00
524.75,11,559422,0.2949,39.06,192.46,1631,1725,1,5,0,14,0,0,0,0,327.5,0,1,0,0,0,0,10,0.0001,0.00,0.00,0.00
525,11,559602,0.2948,39.53,176.49,1615,1799,5,4,0,10,0,0,0,0,327.5,0,1,0,0,0,0,9,0.0002,0.00,0.00,0.00
525.25,11,559602,0.2948,39.21,177.09,1673,1682,2,9,0,12,0,0,0,0,327.5,0,1,0,0,0,0,10,0.0000,0.00,0.00,0.00
525.5,11,559688,0.2948,39.66,177.20,1644,1740,4,10,0,13,0,0,0,0,327.5,0,1,0,0,0,0,9,0.0002,0.00,0.00,0.00
525.75,11,559801,0.2947,39.38,177.59,1583,1699,0,3,0,14,0,0,0,0,327.5,0,1,0,0,0,0,9,0.0003,0.00,0.00,0.00
526,11,559860,0.2947,39.79,178.00,1636,1701,5,6,1,10,0,0,0,0,327.5,0,1,0,0,0,0,10,0.0001,0.00,0.00,0.00
526.25,11,559897,0.2947,39.41,178.41,1660,1705,2,8,0,12,0,0,0,0,327.5,0,1,0,0,0,0,9,0.0002,10.26,39.06,137.67
526.5,11,560019,0.2946,39.73,178.27,1583,1713,1,8,0,10,0,0,0,0,327.5,0,1,0,0,0,0,10,0.0000,0.00,0.00,0.00
526.75,11,560036,0.2946,39.28,178.43,1623,1645,0,5,0,10,0,0,0,0,327.5,0,1,0,0,0,0,9,0.0001,0.00,0.00,0.00
527,11,560143,0.2946,39.71,178.70,1585,1700,5,8,0,12,0,0,0,0,327.5,0,1,0,0,0,0,9,0.0002,0.00,0.00,0.00
527.25,11,560151,0.2946,39.08,178.91,1656,1670,3,6,0,11,0,0,0,0,327.5,0,1,0,0,0,0,10,0.0000,0.00,0.00,0.00
527.5,11,560221,0.2946,39.25,179.02,1586,1660,1,4,0,12,0,0,0,0,327.5,0,1,0,0,0,0,9,0.0001,0.00,0.00,0.00
527.75,11,560304,0.2945,38.72,179.13,1573,1660,1,4,0,9,0,0,0,0,327.5,0,1,0,0,0,0,9,0.0002,0.00,0.00,0.00
528,11,560417,0.2945,39.27,179.21,1555,1675,0,7,0,11,0,0,0,0,327.5,0,1,0,0,0,0,10,0.0000,0.00,0.00,0.00
528.25,11,560512,0.2945,38.45,179.39,1576,1678,2,7,0,12,0,0,0,0,327.5,0,1,0,0,0,0,9,0.0001,9.48,37.52,136.02
528.5,11,560558,0.2944,39.41,179.50,1577,1627,0,4,0,10,0,0,0,0,327.5,0,1,0,0,0,0,9,0.0002,0.00,0.00,0.00
528.75,11,560573,0.2944,38.72,179.86,1625,1647,1,7,0,11,0,0,0,0,327.5,0,1,0,0,0,0,9,0.0002,0.00,0.00,0.00
529,11,560580,0.2945,39.30,180.33,1539,1550,1,4,0,12,0,0,0,0,327.5,0,1,0,0,0,0,10,0.0000,0.00,0.00,0.00
529.25,11,560595,0.2945,39.00,178.02,1629,1652,3,8,0,10,0,0,0,0,327.5,0,1,0,0,0,0,9,0.0001,0.00,0.00,0.00
529.5,11,560630,0.2945,39.51,162.63,1598,1637,7,4,0,11,0,0,0,0,327.5,0,1,0,0,0,0,9,0.0001,0.00,0.00,0.00
529.75,11,560601,0.2945,39.52,164.08,1609,1591,3,11,0,9,0,0,0,0,327.5,0,1,0,0,0,0,9,0.0002,0.00,0.00,0.00
530,11,560704,0.2944,39.90,164.62,1581,1691,1,7,0,11,0,0,0,0,327.5,0,1,0,0,0,0,9,0.0002,0.00,0.00,0.00
530.25,11,560740,0.2944,39.55,165.47,1596,1640,4,8,0,11,0,0,0,0,279.7,0,1,0,0,0,0,10,0.0000,9.90,33.94,126.38
530.5,11,560789,0.2944,39.84,166.62,1619,1674,10,6,0,10,0,0,0,0,279.7,0,1,0,0,0,0,9,0.0001,0.00,0.00,0.00
530.75,11,560876,0.2944,39.44,168.06,1564,1667,7,17,0,12,0,0,0,0,279.7,0,1,0,0,0,0,9,0.0001,0.00,0.00,0.00
531,11,560864,0.2944,39.71,169.29,1605,1603,7,11,0,10,0,0,0,0,279.7,0,1,0,0,0,0,9,0.0002,0.00,0.00,0.00
531.25,11,560953,0.2943,39.41,170.67,1509,1615,3,17,0,11,0,0,0,0,279.7,0,1,0,0,0,0,9,0.0003,0.00,0.00,0.00
531.5,11,560940,0.2943,40.09,171.70,1628,1631,6,16,0,11,0,0,0,0,279.7,0,1,0,0,0,0,10,0.0000,0.00,0.00,0.00
531.75,11,560921,0.2943,39.52,172.14,1577,1566,4,8,0,10,0,0,0,0,279.7,0,1,0,0,0,0,9,0.0001,0.00,0.00,0.00
532,11,560963,0.2943,39.85,173.08,1597,1652,1,13,0,14,0,0,0,0,279.7,0,1,0,0,0,0,9,0.0002,0.00,0.00,0.00
532.25,11,561018,0.2943,39.57,174.08,1577,1642,3,10,0,9,0,0,0,0,279.7,0,1,0,0,0,0,9,0.0003,9.24,33.99,161.11
532.5,11,561077,0.2943,40.24,175.04,1554,1627,2,14,0,11,0,0,0,0,279.7,0,1,0,0,0,0,10,0.0000,0.00,0.00,0.00
532.75,11,561054,0.2943,39.95,176.02,1662,1652,2,13,0,13,0,0,0,0,279.7,0,1,0,0,0,0,9,0.0001,0.00,0.00,0.00
533,11,561085,0.2943,40.26,176.83,1597,1639,13,11,0,12,0,0,0,0,279.7,0,1,0,0,0,0,9,0.0001,0.00,0.00,0.00
533.25,11,561082,0.2943,40.04,177.34,1617,1624,2,10,0,10,0,0,0,0,279.7,0,1,0,0,0,0,9,0.0002,0.00,0.00,0.00
533.5,11,561171,0.2942,40.58,178.10,1611,1713,2,13,0,11,0,0,0,0,279.7,0,1,0,0,0,0,9,0.0002,0.00,0.00,0.00
533.75,11,561252,0.2942,40.56,179.57,1586,1675,2,8,0,10,0,0,0,0,279.7,0,1,0,0,0,0,9,0.0003,0.00,0.00,0.00
534,11,561232,0.2942,41.16,180.32,1652,1639,6,7,0,11,0,0,0,0,279.7,0,1,0,0,0,0,10,0.0000,0.00,0.00,0.00
534.25,11,561245,0.2942,40.75,181.57,1671,1693,5,9,0,13,0,0,0,0,279.7,0,1,0,0,0,0,9,0.0000,9.22,34.38,174.30
534.5,11,561275,0.2942,41.00,183.22,1619,1657,5,8,0,11,0,0,0,0,279.7,0,1,0,0,0,0,9,0.0001,0.00,0.00,0.00
534.75,11,561372,0.2942,41.28,184.82,1579,1683,4,7,0,9,0,0,0,0,279.7,0,1,0,0,0,0,9,0.0001,0.00,0.00,0.00
535,11,561429,0.2941,41.40,186.17,1617,1686,2,12,0,12,0,0,0,0,279.7,0,1,0,0,0,0,9,0.0001,0.00,0.00,0.00
535.25,11,561446,0.2941,41.37,188.09,1632,1656,5,8,0,10,0,0,0,0,279.7,0,1,0,0,0,0,9,0.0001,0.00,0.00,0.00
535.5,11,561436,0.2941,41.31,189.84,1677,1675,24,8,0,11,0,0,1,0,279.7,0,1,0,0,0,0,9,0.0001,0.00,0.00,0.00
535.75,11,561487,0.2941,41.15,190.92,1619,1676,4,6,0,9,0,0,0,0,279.7,0,1,0,0,0,0,9,0.0002,0.00,0.00,0.00
536,11,561412,0.2942,41.63,190.83,1667,1603,6,11,0,14,0,0,0,0,279.7,0,1,0,0,0,0,9,0.0002,0.00,0.00,0.00
536.25,11,561478,0.2941,41.10,188.99,1617,1690,1,7,1,11,0,0,0,0,279.7,0,1,0,0,0,0,9,0.0002,10.47,36.54,301.77
536.5,11,561523,0.2941,41.80,185.00,1599,1650,5,6,1,12,0,0,0,0,279.7,0,1,0,0,0,0,9,0.0002,0.00,0.00,0.00
536.75,11,561565,0.2941,41.56,181.93,1595,1648,2,11,2,10,0,0,0,0,279.7,0,1,0,0,0,0,9,0.0002,0.00,0.00,0.00
537,11,561585,0.2941,42.44,179.38,1629,1664,2,15,1,13,0,0,0,0,279.7,0,1,0,0,0,0,9,0.0002,0.00,0.00,0.00
537.25,11,561660,0.2941,41.63,177.34,1585,1664,2,4,1,9,0,0,0,0,279.7,0,1,0,0,0,0,9,0.0003,0.00,0.00,0.00
537.5,11,561645,0.2941,42.45,175.87,1597,1589,4,7,1,11,0,0,0,0,279.7,0,1,0,0,0,0,9,0.0003,0.00,0.00,0.00
537.75,11,561682,0.2941,41.68,175.63,1564,1608,1,7,0,12,0,0,0,0,279.7,0,1,0,0,0,0,9,0.0003,0.00,0.00,0.00
538,12,561756,0.2941,42.56,175.66,1540,1622,4,8,0,12,0,0,0,0,279.7,1,2,0,0,0,0,9,0.0003,0.00,0.00,0.00
538.25,12,561753,0.2941,41.92,175.89,1550,1554,1,7,2,12,0,0,1,0,279.7,0,2,0,0,0,0,9,0.0003,12.02,39.89,318.45
538.5,12,561752,0.2941,42.11,176.42,1586,1591,3,6,2,11,0,0,1,0,279.7,0,2,0,0,0,0,9,0.0003,0.00,0.00,0.00
538.75,12,561717,0.2941,41.26,177.45,1536,1512,2,11,5,12,0,0,0,0,279.7,0,2,0,0,0,0,9,0.0003,0.00,0.00,0.00
539,12,561695,0.2941,41.01,178.70,1576,1570,2,16,0,12,0,0,0,0,279.7,0,2,0,0,0,0,9,0.0003,0.00,0.00,0.00
539.25,12,561706,0.2941,41.27,180.25,1475,1494,3,8,2,10,0,0,0,0,279.7,0,2,0,0,0,0,9,0.0003,0.00,0.00,0.00
539.5,12,561682,0.2941,40.72,181.96,1555,1542,2,11,2,10,0,0,0,0,279.7,0,2,0,0,0,0,9,0.0002,0.00,0.00,0.00
539.75,12,561768,0.2941,39.64,183.41,1479,1569,1,4,0,11,0,0,0,0,279.7,0,2,0,0,0,0,9,0.0002,0.00,0.00,0.00
540,12,561782,0.2941,39.77,184.78,1461,1478,1,3,1,12,0,0,0,0,279.7,0,2,0,0,0,0,9,0.0002,0.00,0.00,0.00
540.25,12,561901,0.2940,39.07,186.22,1400,1527,4,8,0,11,0,0,0,0,228.6,0,2,0,0,0,0,9,0.0002,13.99,54.11,414.15
540.5,12,561962,0.2940,39.40,187.75,1431,1501,4,10,3,13,0,0,0,0,228.6,0,2,0,0,0,0,9,0.0002,0.00,0.00,0.00
540.75,12,561965,0.2940,39.19,189.53,1453,1464,4,8,1,14,0,0,0,0,228.6,0,2,0,0,0,0,9,0.0001,0.00,0.00,0.00
541,12,561968,0.2940,39.33,190.99,1511,1520,5,6,1,11,0,0,0,0,228.6,0,2,0,0,0,0,9,0.0001,0.00,0.00,0.00
541.25,12,562117,0.2940,38.36,192.29,1403,1563,0,11,2,12,0,0,0,0,228.6,0,2,0,0,0,0,9,0.0001,0.00,0.00,0.00
541.5,12,562139,0.2940,38.69,192.96,1485,1514,3,7,0,12,0,0,0,0,228.6,0,2,0,0,0,0,9,0.0001,0.00,0.00,0.00
541.75,12,562174,0.2939,37.52,192.55,1449,1493,1,9,3,9,0,0,0,0,228.6,0,2,0,0,0,0,9,0.0000,0.00,0.00,0.00
542,12,562212,0.2939,37.99,191.16,1445,1488,0,5,2,12,0,0,0,0,228.6,0,2,0,0,0,0,9,0.0000,0.00,0.00,0.00
542.25,12,562318,0.2939,37.77,190.21,1440,1552,2,6,2,11,0,0,0,0,228.6,0,2,0,0,0,0,8,0.0003,14.52,56.87,406.74
542.5,12,562316,0.2939,38.39,189.36,1472,1478,2,8,1,13,0,0,0,0,228.6,0,2,0,0,0,0,9,0.0003,0.00,0.00,0.00
542.75,12,562420,0.2938,37.57,188.73,1429,1539,4,6,0,10,0,0,0,0,228.6,0,2,0,0,0,0,9,0.0002,0.00,0.00,0.00
543,12,562435,0.2938,38.03,188.36,1470,1495,2,10,4,14,0,0,0,0,228.6,0,2,0,0,0,0,9,0.0002,0.00,0.00,0.00
