t,plates,parcels,cont_frac,mean_v,max_v,subducted,created,accreted,absorbed,cont_lost,cont_grown,rifts,merges,initiations,active_rifts,sea_level,backarcs,arc_plates,weld_static,weld_locked,retired,dissolved,deposited,sediment,stress_p50,stress_p95,stress_max
0.25,12,639662,0.2744,19.79,47.36,92,2,2,248,0,3,0,0,11,0,0.0,0,0,0,0,0,0,3,0.0001,0.00,0.00,0.00
0.5,12,638814,0.2746,20.56,53.41,839,51,0,60,0,3,0,0,9,0,0.0,0,0,0,0,0,0,3,0.0002,0.00,0.00,0.00
0.75,12,638469,0.2747,23.73,62.89,508,213,1,50,0,3,0,0,6,0,0.0,0,0,0,0,0,0,3,0.0003,0.00,0.00,0.00
1,12,638178,0.2748,26.52,73.79,559,276,0,8,0,4,0,0,1,0,0.0,0,0,0,0,0,0,4,0.0001,0.00,0.00,0.00
1.25,12,637952,0.2749,28.04,84.02,665,439,0,0,0,3,0,0,2,0,0.0,0,0,0,0,0,0,3,0.0002,0.00,0.00,0.00
1.5,12,637691,0.2750,29.50,94.79,891,632,0,2,0,3,0,0,1,0,0.0,0,0,0,0,0,0,3,0.0003,0.00,0.00,0.00
1.75,12,637626,0.2751,31.13,103.97,738,674,0,1,0,4,0,0,0,0,0.0,0,0,0,0,0,0,4,0.0001,0.00,0.00,0.00
2,12,637501,0.2751,32.57,112.85,977,852,0,0,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0002,0.00,0.00,0.00
2.25,12,637547,0.2751,34.07,120.20,798,844,0,0,0,4,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0003,8.02,27.18,33.74
2.5,12,637390,0.2752,35.51,126.20,1079,922,0,0,0,5,0,0,0,0,0.0,0,0,0,0,0,0,4,0.0000,0.00,0.00,0.00
2.75,12,637209,0.2753,36.99,131.83,1098,917,0,0,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001,0.00,0.00,0.00
3,12,637130,0.2753,38.51,136.36,1070,991,0,0,0,5,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0002,0.00,0.00,0.00
3.25,12,636895,0.2754,39.74,140.06,1291,1056,0,0,0,4,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0002,0.00,0.00,0.00
3.5,12,636740,0.2755,41.14,143.55,1213,1058,0,0,0,4,0,0,0,0,0.0,0,0,0,0,0,0,4,0.0000,0.00,0.00,0.00
3.75,12,636631,0.2756,42.21,146.22,1205,1096,0,0,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001,0.00,0.00,0.00
4,12,636447,0.2756,43.40,148.49,1275,1091,0,0,0,4,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001,0.00,0.00,0.00
4.25,12,636126,0.2758,44.21,150.89,1436,1115,0,0,0,5,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0002,6.41,26.41,34.95
4.5,12,635884,0.2759,45.05,153.22,1444,1202,0,0,0,4,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0002,0.00,0.00,0.00
4.75,12,635678,0.2760,45.56,154.75,1421,1215,0,0,0,4,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0003,0.00,0.00,0.00
5,12,635425,0.2761,46.17,155.95,1455,1202,0,0,0,4,0,0,0,0,0.0,0,0,0,0,0,0,4,0.0000,0.00,0.00,0.00
5.25,12,635237,0.2762,46.57,157.66,1413,1225,0,0,0,5,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0000,0.00,0.00,0.00
5.5,12,635058,0.2763,47.07,159.20,1377,1198,0,0,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001,0.00,0.00,0.00
5.75,12,634767,0.2764,47.26,161.15,1545,1254,0,0,0,4,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001,0.00,0.00,0.00
6,12,634521,0.2765,47.74,162.21,1489,1243,0,0,0,4,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001,0.00,0.00,0.00
6.25,12,634189,0.2767,47.83,164.16,1565,1233,0,0,0,5,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0002,7.09,26.93,36.37
6.5,12,633885,0.2768,48.20,165.71,1634,1330,0,0,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0002,0.00,0.00,0.00
6.75,12,633514,0.2770,48.27,166.72,1661,1290,1,0,0,4,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0002,0.00,0.00,0.00
7,12,633265,0.2771,48.55,168.09,1595,1346,0,0,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0002,0.00,0.00,0.00
7.25,12,633043,0.2772,48.57,169.46,1557,1336,0,1,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0003,0.00,0.00,0.00
7.5,12,632731,0.2773,49.06,170.51,1631,1319,0,0,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0003,0.00,0.00,0.00
7.75,12,632401,0.2775,49.07,171.82,1643,1313,1,0,0,6,0,0,0,0,0.0,0,0,0,0,0,0,4,0.0000,0.00,0.00,0.00
8,12,632103,0.2776,49.24,173.14,1640,1342,0,0,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0000,0.00,0.00,0.00
8.25,12,631890,0.2777,49.26,174.78,1610,1397,1,0,0,4,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0000,7.08,25.77,33.37
8.5,12,631537,0.2779,49.43,176.27,1690,1338,0,1,0,6,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0000,0.00,0.00,0.00
8.75,12,631168,0.2781,49.44,177.81,1696,1328,0,1,0,4,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001,0.00,0.00,0.00
9,12,630941,0.2782,49.65,179.34,1597,1370,0,0,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001,0.00,0.00,0.00
9.25,12,630702,0.2783,49.60,180.88,1631,1392,0,0,0,4,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001,0.00,0.00,0.00
9.5,12,630396,0.2784,49.91,182.41,1660,1354,0,0,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001,0.00,0.00,0.00
9.75,12,630041,0.2786,49.75,184.09,1739,1385,1,1,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001,0.00,0.00,0.00
10,12,629728,0.2787,49.77,185.53,1715,1402,0,0,0,4,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001,0.00,0.00,0.00
10.25,12,629428,0.2789,49.68,186.92,1695,1395,0,0,0,4,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001,7.30,24.87,43.96
10.5,12,629165,0.2790,49.76,187.85,1643,1382,0,2,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001,0.00,0.00,0.00
10.75,12,628860,0.2791,49.66,188.57,1730,1428,0,3,0,4,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0000,0.00,0.00,0.00
11,12,628642,0.2792,49.91,189.30,1652,1434,0,0,0,7,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0000,0.00,0.00,0.00
11.25,12,628400,0.2793,49.76,189.83,1630,1388,0,0,0,4,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0000,0.00,0.00,0.00
11.5,12,628095,0.2795,49.79,190.40,1744,1439,0,0,0,4,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0000,0.00,0.00,0.00
11.75,12,627837,0.2796,49.63,190.84,1647,1390,0,1,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0000,0.00,0.00,0.00
12,12,627604,0.2797,49.67,191.13,1677,1444,0,0,0,5,0,0,0,0,0.0,0,0,0,0,0,0,2,0.0003,0.00,0.00,0.00
12.25,12,627240,0.2799,49.49,191.20,1799,1435,0,0,0,6,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0003,7.84,24.83,42.19
12.5,12,627012,0.2800,49.52,191.32,1650,1422,0,0,0,5,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0003,0.00,0.00,0.00
12.75,12,626670,0.2802,49.21,191.48,1750,1408,0,0,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0002,0.00,0.00,0.00
13,12,626442,0.2803,49.33,191.49,1640,1414,0,2,0,4,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0002,0.00,0.00,0.00
13.25,12,626104,0.2804,49.01,191.48,1742,1405,0,1,0,5,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0002,0.00,0.00,0.00
13.5,12,625784,0.2806,49.06,191.66,1709,1390,0,1,0,6,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0002,0.00,0.00,0.00
13.75,12,625540,0.2807,48.78,191.63,1702,1458,1,0,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001,0.00,0.00,0.00
14,12,625265,0.2808,48.89,191.50,1664,1389,0,0,0,8,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001,0.00,0.00,0.00
14.25,12,624997,0.2809,48.60,191.46,1666,1400,0,2,0,5,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001,7.71,25.03,77.64
14.5,12,624734,0.2811,48.76,191.60,1668,1405,1,0,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001,0.00,0.00,0.00
14.75,12,624492,0.2812,48.53,191.51,1636,1396,0,2,0,4,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0000,0.00,0.00,0.00
15,12,624207,0.2813,48.69,191.55,1667,1382,0,0,0,4,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0000,0.00,0.00,0.00
15.25,12,623919,0.2814,48.40,191.57,1673,1387,0,2,0,2,0,0,0,0,0.0,0,0,0,0,0,0,2,0.0003,0.00,0.00,0.00
15.5,12,623643,0.2816,48.58,191.62,1662,1386,0,0,0,4,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0002,0.00,0.00,0.00
15.75,12,623480,0.2817,48.30,191.65,1579,1418,0,2,0,6,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0002,0.00,0.00,0.00
16,12,623186,0.2818,48.51,191.75,1670,1376,0,0,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0002,0.00,0.00,0.00
16.25,12,622933,0.2819,48.22,191.82,1641,1388,1,0,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001,8.13,25.32,98.56
16.5,12,622647,0.2820,48.44,192.02,1656,1371,1,1,0,5,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001,0.00,0.00,0.00
16.75,12,622455,0.2821,48.16,192.11,1599,1411,0,4,0,4,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0000,0.00,0.00,0.00
17,12,622141,0.2823,48.38,192.13,1706,1392,0,0,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0000,0.00,0.00,0.00
17.25,12,621910,0.2824,48.15,192.26,1604,1373,0,0,0,3,0,0,0,0,0.0,0,0,0,0,0,0,2,0.0003,0.00,0.00,0.00
17.5,12,621687,0.2825,48.34,192.18,1626,1403,0,0,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0002,0.00,0.00,0.00
17.75,12,621489,0.2826,48.09,192.35,1617,1420,0,1,0,4,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0002,0.00,0.00,0.00
18,12,621257,0.2827,48.45,192.70,1648,1416,0,0,0,4,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001,0.00,0.00,0.00
18.25,12,620990,0.2828,48.28,193.39,1653,1388,1,2,0,5,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001,7.71,24.26,89.16
18.5,12,620781,0.2829,48.53,194.09,1604,1396,0,1,0,5,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0000,0.00,0.00,0.00
18.75,12,620487,0.2831,48.35,194.75,1695,1404,0,3,0,4,0,0,0,0,0.0,0,0,0,0,0,0,2,0.0003,0.00,0.00,0.00
19,12,620284,0.2832,48.76,195.41,1629,1426,0,0,0,5,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0002,0.00,0.00,0.00
19.25,12,620037,0.2833,48.59,196.05,1647,1400,1,0,0,4,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0002,0.00,0.00,0.00
19.5,12,619835,0.2834,48.83,196.63,1639,1438,0,1,0,4,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001,0.00,0.00,0.00
19.75,12,619554,0.2835,48.61,197.16,1696,1415,1,0,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001,0.00,0.00,0.00
20,12,619331,0.2836,48.88,197.59,1695,1472,1,0,0,4,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0000,0.00,0.00,0.00
20.25,12,619086,0.2837,48.63,197.96,1709,1464,0,0,0,2,0,0,1,0,0.0,0,0,0,0,0,0,2,0.0003,7.46,25.43,64.67
20.5,12,618838,0.2839,48.97,198.24,1674,1426,0,0,0,4,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0002,0.00,0.00,0.00
20.75,12,618591,0.2840,48.64,198.41,1676,1433,0,4,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001,0.00,0.00,0.00
21,12,618393,0.2841,48.96,198.40,1647,1450,0,1,0,5,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001,0.00,0.00,0.00
21.25,12,618224,0.2842,48.58,198.25,1677,1509,0,1,0,4,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0000,0.00,0.00,0.00
21.5,12,617958,0.2843,48.79,198.24,1743,1477,0,0,0,5,0,0,0,0,0.0,0,0,0,0,0,0,2,0.0003,0.00,0.00,0.00
21.75,12,617709,0.2844,48.34,198.23,1676,1431,1,4,0,5,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0002,0.00,0.00,0.00
22,12,617484,0.2845,48.56,198.18,1664,1439,0,0,0,4,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001,0.00,0.00,0.00
22.25,12,617245,0.2846,48.15,198.19,1703,1466,0,2,0,4,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001,9.09,27.48,60.33
22.5,12,616977,0.2848,48.30,198.05,1734,1467,1,1,0,4,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0000,0.00,0.00,0.00
22.75,12,616834,0.2848,47.94,197.96,1588,1447,0,2,0,2,0,0,0,0,0.0,0,0,0,0,0,0,2,0.0002,0.00,0.00,0.00
23,12,616570,0.2849,48.24,197.87,1709,1445,0,0,0,4,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0002,0.00,0.00,0.00
23.25,12,616377,0.2850,47.97,197.73,1669,1476,0,0,0,5,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001,0.00,0.00,0.00
23.5,12,616123,0.2852,48.41,197.35,1702,1449,0,1,0,5,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0000,0.00,0.00,0.00
23.75,12,615903,0.2853,48.28,197.25,1664,1447,0,3,0,3,0,0,0,0,0.0,0,0,0,0,0,0,2,0.0003,0.00,0.00,0.00
24,12,615630,0.2854,48.72,197.04,1681,1408,0,0,0,4,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0002,0.00,0.00,0.00
24.25,12,615440,0.2855,48.59,197.00,1645,1456,0,1,0,5,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001,9.24,31.88,66.89
24.5,12,615257,0.2856,48.76,196.86,1631,1448,0,0,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001,0.00,0.00,0.00
24.75,12,615058,0.2857,48.46,196.84,1652,1453,1,0,0,5,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0000,0.00,0.00,0.00
25,12,614865,0.2858,48.64,196.64,1690,1498,1,1,0,3,0,0,0,0,0.0,0,0,0,0,0,0,2,0.0002,0.00,0.00,0.00
25.25,12,614664,0.2859,48.41,196.60,1700,1501,0,2,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0002,0.00,0.00,0.00
25.5,12,614391,0.2860,48.59,196.41,1701,1429,1,1,0,5,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001,0.00,0.00,0.00
25.75,12,614187,0.2861,48.33,196.33,1683,1480,0,1,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0000,0.00,0.00,0.00
26,12,614010,0.2862,48.60,196.31,1673,1497,0,1,0,3,0,0,0,0,0.0,0,0,0,0,0,0,2,0.0002,0.00,0.00,0.00
26.25,12,613810,0.2863,48.26,196.30,1677,1480,0,3,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0002,8.88,31.51,49.06
26.5,12,613545,0.2864,48.47,196.42,1664,1399,0,0,0,4,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001,0.00,0.00,0.00
26.75,12,613314,0.2865,48.20,196.62,1687,1458,0,2,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0000,0.00,0.00,0.00
27,12,613132,0.2866,48.48,196.88,1638,1456,0,0,0,3,0,0,0,0,0.0,0,0,0,0,0,0,2,0.0002,0.00,0.00,0.00
27.25,12,612900,0.2867,48.19,197.00,1664,1433,0,1,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0002,0.00,0.00,0.00
27.5,12,612775,0.2868,48.41,197.19,1606,1483,0,2,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001,0.00,0.00,0.00
27.75,12,612590,0.2869,48.21,197.46,1649,1468,0,4,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0000,0.00,0.00,0.00
28,12,612347,0.2870,48.27,196.67,1671,1429,0,1,0,3,0,0,0,0,0.0,0,0,0,0,0,0,2,0.0002,0.00,0.00,0.00
28.25,12,612197,0.2871,48.02,193.40,1637,1488,0,1,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0002,7.92,28.86,53.15
28.5,12,611966,0.2872,47.97,187.76,1622,1391,0,0,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001,0.00,0.00,0.00
28.75,12,611795,0.2873,47.78,181.14,1608,1437,0,0,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0000,0.00,0.00,0.00
29,12,611653,0.2873,47.69,174.62,1610,1470,0,2,0,3,0,0,0,0,0.0,0,0,0,0,0,0,2,0.0002,0.00,0.00,0.00
29.25,12,611523,0.2874,47.43,168.35,1543,1413,0,0,0,4,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001,0.00,0.00,0.00
29.5,12,611334,0.2875,47.42,163.22,1548,1360,0,1,0,5,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001,0.00,0.00,0.00
29.75,12,611142,0.2876,47.33,160.25,1580,1389,0,1,0,2,0,0,0,0,0.0,0,0,0,0,0,0,2,0.0003,0.00,0.00,0.00
30,12,610967,0.2877,47.38,160.85,1591,1416,0,0,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0002,0.00,0.00,0.00
30.25,12,610805,0.2878,47.30,161.40,1567,1405,1,0,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001,7.75,27.34,50.23
30.5,12,610650,0.2878,47.37,162.35,1556,1401,1,0,0,4,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0000,0.00,0.00,0.00
30.75,12,610480,0.2879,47.28,162.99,1608,1439,0,1,0,4,0,0,0,0,0.0,0,0,0,0,0,0,2,0.0002,0.00,0.00,0.00
31,12,610352,0.2880,47.37,163.68,1513,1386,0,1,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0002,0.00,0.00,0.00
31.25,12,610208,0.2881,47.32,164.53,1571,1427,0,0,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001,0.00,0.00,0.00
31.5,12,610043,0.2881,47.51,165.96,1546,1384,0,3,0,2,0,0,0,0,0.0,0,0,0,0,0,0,2,0.0003,0.00,0.00,0.00
31.75,12,609870,0.2882,47.48,167.24,1575,1405,0,3,0,4,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0002,0.00,0.00,0.00
32,12,609725,0.2883,47.56,168.90,1536,1391,1,0,0,4,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001,0.00,0.00,0.00
32.25,12,609596,0.2884,47.55,170.67,1551,1422,0,0,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0000,7.59,26.16,64.98
32.5,12,609361,0.2885,47.55,171.57,1596,1362,0,1,0,4,0,0,0,0,0.0,0,0,0,0,0,0,2,0.0002,0.00,0.00,0.00
32.75,12,609163,0.2886,47.47,172.52,1569,1371,0,0,0,5,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001,0.00,0.00,0.00
33,12,609018,0.2887,47.47,173.43,1548,1404,1,1,0,4,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001,0.00,0.00,0.00
33.25,12,608815,0.2888,47.41,174.81,1601,1399,0,1,0,5,0,0,0,0,0.0,0,0,0,0,0,0,2,0.0003,0.00,0.00,0.00
33.5,12,608645,0.2888,47.38,176.17,1563,1394,0,1,0,4,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0002,0.00,0.00,0.00
33.75,12,608455,0.2889,47.30,177.25,1553,1363,1,0,0,4,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0001,0.00,0.00,0.00
34,12,608331,0.2890,47.07,178.41,1500,1377,0,1,0,2,0,0,0,0,0.0,0,0,0,0,0,0,2,0.0003,0.00,0.00,0.00
34.25,12,608197,0.2891,46.78,179.55,1531,1397,0,0,0,3,0,0,0,0,0.0,0,0,0,0,0,0,3,0.0002,7.47,28.09,284.27
34.5,13,608062,0.2891,46.39,180.89,1569,1436,0,2,0,3,0,0,0,0,0.0,1,1,0,0,0,0,3,0.0001,0.00,0.00,0.00
34.75,13,607884,0.2892,45.86,182.36,1561,1384,1,1,0,2,0,0,1,0,0.0,0,1,0,0,0,0,2,0.0003,0.00,0.00,0.00
35,13,607740,0.2893,45.30,183.25,1495,1353,0,2,0,3,0,0,1,0,0.0,0,1,0,0,0,0,3,0.0002,0.00,0.00,0.00
35.25,13,607625,0.2894,45.19,184.32,1445,1331,0,1,0,4,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0001,0.00,0.00,0.00
35.5,13,607553,0.2894,45.02,185.60,1465,1395,0,2,0,6,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0000,0.00,0.00,0.00
35.75,13,607369,0.2895,45.09,186.87,1459,1277,2,2,0,2,0,0,0,0,0.0,0,1,0,0,0,0,2,0.0002,0.00,0.00,0.00
36,13,607216,0.2896,44.91,188.50,1480,1331,0,4,0,5,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0001,0.00,0.00,0.00
36.25,13,607057,0.2896,45.00,189.44,1442,1283,0,0,0,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0000,5.97,28.17,57.12
36.5,13,606973,0.2897,44.57,190.69,1442,1364,1,6,0,3,0,0,0,0,0.0,0,1,0,0,0,0,2,0.0002,0.00,0.00,0.00
36.75,13,606841,0.2897,44.56,191.92,1418,1290,1,4,0,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0001,0.00,0.00,0.00
37,13,606719,0.2898,44.04,192.91,1429,1313,0,6,0,4,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0000,0.00,0.00,0.00
37.25,13,606662,0.2898,44.20,193.72,1389,1336,1,4,0,6,0,0,0,0,0.0,0,1,0,0,0,0,2,0.0002,0.00,0.00,0.00
37.5,13,606526,0.2899,43.51,194.35,1449,1315,1,2,0,4,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0001,0.00,0.00,0.00
37.75,13,606418,0.2899,43.45,194.80,1402,1295,0,1,0,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0000,0.00,0.00,0.00
38,13,606328,0.2900,42.76,195.29,1448,1362,0,4,0,2,0,0,0,0,0.0,0,1,0,0,0,0,2,0.0002,0.00,0.00,0.00
38.25,13,606252,0.2900,42.64,195.60,1369,1295,1,2,0,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0001,4.45,20.56,92.86
38.5,13,606155,0.2901,41.87,195.92,1369,1275,0,3,0,4,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0001,0.00,0.00,0.00
38.75,13,606008,0.2901,42.10,196.34,1421,1277,1,3,0,4,0,0,0,0,0.0,0,1,0,0,0,0,2,0.0003,0.00,0.00,0.00
39,13,605978,0.2902,41.62,195.26,1349,1321,1,2,0,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0002,0.00,0.00,0.00
39.25,13,605929,0.2902,42.05,192.37,1341,1295,3,3,0,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0001,0.00,0.00,0.00
39.5,13,605810,0.2902,42.06,187.68,1407,1291,4,3,0,3,0,0,0,0,0.0,0,1,0,0,0,0,2,0.0003,0.00,0.00,0.00
39.75,13,605728,0.2903,42.69,182.49,1367,1289,2,4,0,6,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0002,0.00,0.00,0.00
40,13,605665,0.2903,42.54,175.35,1395,1338,5,6,0,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0001,0.00,0.00,0.00
40.25,13,605606,0.2903,42.70,168.41,1347,1304,0,16,0,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0000,4.86,15.89,60.68
40.5,13,605524,0.2903,41.63,169.42,1357,1291,5,16,0,2,0,0,0,0,0.0,0,1,0,0,0,0,2,0.0002,0.00,0.00,0.00
40.75,13,605431,0.2904,41.38,171.28,1283,1200,1,10,0,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0002,0.00,0.00,0.00
41,13,605344,0.2904,40.65,172.20,1309,1227,2,5,0,4,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0001,0.00,0.00,0.00
41.25,13,605244,0.2904,40.90,173.89,1298,1206,0,8,0,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0001,0.00,0.00,0.00
41.5,13,605173,0.2905,40.57,174.95,1273,1209,4,7,0,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0000,0.00,0.00,0.00
41.75,13,605134,0.2905,41.14,177.02,1244,1214,3,9,0,4,0,0,0,0,0.0,0,1,0,0,0,0,2,0.0003,0.00,0.00,0.00
42,13,605074,0.2905,41.06,179.01,1270,1217,0,7,0,4,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0002,0.00,0.00,0.00
42.25,13,604991,0.2906,41.33,180.41,1284,1203,0,2,0,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0002,4.01,16.79,79.09
42.5,13,604934,0.2906,40.97,182.13,1288,1236,1,5,0,4,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0002,0.00,0.00,0.00
42.75,13,604886,0.2906,41.29,184.01,1277,1232,0,3,0,4,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0001,0.00,0.00,0.00
43,13,604836,0.2906,41.15,185.79,1276,1230,2,4,0,3,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0001,0.00,0.00,0.00
43.25,13,604834,0.2906,41.22,186.91,1267,1268,1,3,0,5,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0000,0.00,0.00,0.00
43.5,13,604746,0.2907,40.93,188.29,1298,1216,0,6,0,4,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0000,0.00,0.00,0.00
43.75,13,604810,0.2906,41.10,189.58,1204,1272,0,4,0,2,0,0,0,0,0.0,0,1,0,0,0,0,2,0.0003,0.00,0.00,0.00
44,13,604704,0.2907,40.84,191.14,1325,1225,1,6,0,4,0,0,0,0,0.0,0,1,0,0,0,0,3,0.0002,0.00,0.00,0.00
