t,plates,parcels,cont_frac,mean_v,max_v,subducted,created,accreted,absorbed,cont_lost,cont_grown,rifts,merges,initiations,active_rifts,sea_level,backarcs,arc_plates,weld_static,weld_locked,retired,dissolved,deposited,sediment
552.75,6,571007,0.2933,31.43,86.40,871,868,13,8,1,10,0,0,0,0,-99.2,0,0,0,0,0,0,9,0.0000
553,6,571055,0.2932,32.06,87.40,832,892,695,12,0,8,0,0,0,0,-99.2,0,0,0,0,0,0,8,0.0001
553.25,6,571050,0.2932,31.53,87.73,894,907,9,18,0,9,0,0,0,0,-99.2,0,0,0,0,0,0,8,0.0001
553.5,6,571112,0.2932,30.55,93.46,845,922,9,15,0,9,0,0,0,0,-99.2,0,0,0,0,0,0,8,0.0001
553.75,6,571104,0.2932,29.41,104.01,939,944,13,13,0,9,0,0,0,0,-99.2,0,0,0,0,0,0,8,0.0002
554,6,571124,0.2931,28.40,108.65,896,935,16,19,0,11,0,0,0,0,-99.2,0,0,0,0,0,0,8,0.0003
554.25,6,571117,0.2931,27.27,119.72,912,927,14,23,0,12,0,0,0,0,-99.2,0,0,0,0,0,0,9,0.0001
554.5,6,571161,0.2931,26.00,123.29,808,874,5,22,0,9,0,0,0,0,-99.2,0,0,0,0,0,0,8,0.0001
554.75,7,571168,0.2931,24.92,127.18,747,773,6,19,0,9,0,0,0,0,-99.2,1,1,0,0,0,0,8,0.0002
555,7,571214,0.2930,23.37,132.57,718,783,3,19,0,13,0,0,2,0,-99.2,0,1,0,0,0,0,9,0.0001
555.25,7,571195,0.2930,24.97,138.75,713,723,4,29,0,13,0,0,1,0,-99.2,0,1,0,0,0,0,8,0.0002
555.5,7,571259,0.2930,25.10,144.88,660,732,3,8,0,9,0,0,0,1,-99.2,0,1,0,0,0,0,8,0.0003
555.75,7,571311,0.2929,26.15,152.17,657,726,2,17,0,10,0,0,1,1,-99.2,0,1,0,0,0,0,9,0.0001
556,7,571367,0.2929,26.25,157.28,625,702,2,21,0,11,0,0,0,1,-99.2,0,1,0,0,0,0,8,0.0002
556.25,7,571352,0.2929,26.13,159.38,680,678,8,13,0,12,0,0,0,1,-99.2,0,1,0,0,0,0,8,0.0003
556.5,7,571363,0.2929,25.82,163.13,636,657,1,10,0,12,0,0,0,1,-99.2,0,1,0,0,0,0,9,0.0001
556.75,7,571332,0.2929,25.63,166.72,661,650,7,20,0,9,0,0,0,1,-99.2,0,1,0,0,0,0,8,0.0002
557,7,571381,0.2929,25.47,170.10,631,689,5,9,0,10,0,0,0,1,-99.2,0,1,0,0,0,0,9,0.0000
557.25,7,571339,0.2929,24.89,170.17,692,670,4,20,0,9,0,0,0,1,-99.2,0,1,0,0,0,0,8,0.0001
557.5,7,571431,0.2928,24.65,172.34,625,725,4,9,0,8,0,0,0,1,-99.2,0,1,0,0,0,0,8,0.0003
557.75,7,571390,0.2928,23.46,174.05,665,641,5,17,0,11,0,0,0,1,-99.2,0,1,0,0,0,0,9,0.0001
558,7,571429,0.2928,23.78,176.11,622,674,5,13,0,9,0,0,0,1,-99.2,0,1,0,0,0,0,8,0.0002
558.25,7,571536,0.2928,22.41,178.08,594,708,3,7,0,11,0,0,0,1,-99.2,0,1,0,0,0,0,9,0.0001
558.5,7,571606,0.2927,23.45,178.02,557,639,4,12,0,10,0,0,0,1,-99.2,0,1,0,0,0,0,8,0.0002
558.75,7,571680,0.2927,22.21,179.88,608,695,8,14,0,11,0,0,0,1,-99.2,0,1,0,0,0,0,9,0.0000
559,7,571738,0.2927,22.93,178.03,568,637,2,11,0,10,0,0,0,1,-99.2,0,1,0,0,0,0,8,0.0002
559.25,7,571754,0.2926,22.09,177.34,643,687,3,28,3,10,0,0,0,1,-99.2,0,1,0,0,0,0,9,0.0000
559.5,7,571857,0.2926,23.02,177.83,511,619,4,5,0,13,0,0,0,1,-99.2,0,1,0,0,0,0,8,0.0002
559.75,7,571922,0.2926,22.69,174.67,562,636,4,9,1,12,0,0,0,1,-99.2,0,1,0,0,0,0,9,0.0000
560,7,571960,0.2925,24.03,176.63,580,624,0,6,4,10,0,0,0,1,-99.2,0,1,0,0,0,0,8,0.0002
560.25,7,572051,0.2925,23.63,179.39,544,649,4,14,3,13,0,0,0,1,-135.0,0,1,0,0,0,0,9,0.0000
560.5,7,572142,0.2924,24.93,131.11,541,641,6,9,6,8,0,0,0,1,-135.0,0,1,0,0,0,0,8,0.0002
560.75,7,572192,0.2924,25.08,134.19,548,604,3,6,1,8,0,0,0,1,-135.0,0,1,0,0,0,0,8,0.0003
561,7,572316,0.2923,25.55,143.08,513,639,4,3,5,10,0,0,0,1,-135.0,0,1,0,0,0,0,9,0.0001
561.25,7,572379,0.2923,25.92,133.96,514,586,2,9,6,10,0,0,0,1,-135.0,0,1,0,0,0,0,8,0.0002
561.5,7,572437,0.2923,26.62,142.13,533,593,2,2,6,11,0,0,0,1,-135.0,0,1,0,0,0,0,9,0.0001
561.75,7,572503,0.2922,25.94,109.31,525,598,0,7,4,9,0,0,0,1,-135.0,0,1,0,0,0,0,8,0.0002
562,7,572575,0.2922,28.70,93.17,507,585,2,6,6,12,0,0,0,1,-135.0,0,1,0,0,0,0,9,0.0000
562.25,7,572631,0.2922,26.76,82.30,513,574,2,5,4,7,0,0,0,1,-135.0,0,1,0,0,0,0,5,0.0010
562.5,7,572648,0.2922,29.65,80.49,535,556,0,4,4,10,0,0,0,1,-135.0,0,1,0,0,0,0,4,0.0023
562.75,7,572692,0.2921,27.73,72.97,580,625,2,1,4,6,0,0,0,1,-135.0,0,1,0,0,0,0,3,0.0038
563,7,572734,0.2921,30.29,68.17,515,561,1,4,5,7,0,0,0,1,-135.0,0,1,0,0,0,0,4,0.0051
563.25,7,572789,0.2921,30.00,73.93,527,587,1,5,5,4,0,0,0,1,-135.0,0,1,0,0,0,0,4,0.0064
563.5,7,572812,0.2921,31.08,67.81,587,612,1,2,5,13,0,0,0,1,-135.0,0,1,0,0,0,0,9,0.0062
563.75,7,572829,0.2921,31.01,63.48,648,676,0,11,5,11,0,0,0,1,-135.0,0,1,0,0,0,0,11,0.0054
564,7,572822,0.2921,32.11,66.34,739,736,3,4,2,7,0,0,0,1,-135.0,0,1,0,0,0,0,6,0.0060
564.25,7,572785,0.2921,32.48,63.37,746,719,0,10,3,13,0,0,0,1,-135.0,0,1,0,0,0,0,13,0.0046
564.5,7,572795,0.2921,33.43,61.12,766,779,2,3,4,15,0,0,0,1,-135.0,0,1,0,0,0,0,15,0.0026
564.75,7,572819,0.2921,33.49,57.84,809,857,2,24,1,14,0,0,0,1,-135.0,0,1,0,0,0,0,12,0.0016
565,7,572830,0.2921,34.26,56.11,787,799,1,1,2,15,0,0,0,1,-135.0,0,1,0,0,0,0,12,0.0005
565.25,7,572832,0.2921,33.64,56.13,872,879,3,5,2,7,0,0,0,1,-135.0,0,1,0,0,0,0,7,0.0008
565.5,7,572870,0.2921,33.95,55.87,831,871,0,2,1,10,0,0,0,1,-135.0,0,1,0,0,0,0,10,0.0003
565.75,7,572930,0.2921,33.97,55.29,820,884,2,4,0,14,0,0,0,1,-135.0,0,1,0,0,0,0,9,0.0001
566,7,572940,0.2921,34.46,55.03,867,878,1,1,0,9,0,0,0,1,-135.0,0,1,0,0,0,0,8,0.0001
566.25,7,572980,0.2921,33.70,54.43,868,910,1,2,1,10,0,0,0,1,-135.0,0,1,0,0,0,0,8,0.0002
566.5,7,572974,0.2921,33.68,54.31,888,888,2,6,0,11,0,0,0,1,-135.0,0,1,0,0,0,0,8,0.0003
566.75,7,573026,0.2921,33.02,54.26,846,904,5,6,1,11,0,0,0,1,-135.0,0,1,0,0,0,0,9,0.0000
567,7,573059,0.2920,33.13,54.29,873,912,2,6,0,8,0,0,0,1,-135.0,0,1,0,0,0,0,8,0.0001
567.25,7,573064,0.2920,32.87,54.19,881,899,3,13,0,11,0,0,0,1,-135.0,0,1,0,0,0,0,8,0.0001
567.5,7,573099,0.2920,33.37,54.21,875,917,7,7,11,13,0,0,0,1,-135.0,0,1,0,0,0,0,8,0.0002
567.75,7,573104,0.2920,33.16,53.62,931,951,11,15,16,10,0,0,0,1,-135.0,0,1,0,0,0,0,8,0.0002
568,7,573118,0.2920,32.91,53.60,903,926,9,9,7,8,0,0,0,1,-135.0,0,1,0,0,0,0,8,0.0003
568.25,7,573128,0.2919,32.51,53.54,905,936,14,21,12,10,0,0,0,1,-135.0,0,1,0,0,0,1,9,0.0001
568.5,6,573134,0.2919,32.04,64.71,877,908,14,25,13,9,0,0,0,1,-135.0,0,1,0,0,0,1,8,0.0002
568.75,6,573115,0.2918,32.08,58.09,920,918,12,18,8,10,0,0,0,1,-135.0,0,1,0,0,0,0,8,0.0003
569,6,573177,0.2918,31.77,53.32,830,915,9,23,16,11,0,0,0,1,-135.0,0,1,0,0,0,0,9,0.0001
569.25,6,573151,0.2917,31.21,56.23,876,873,8,23,11,11,0,0,0,1,-135.0,0,1,0,0,0,0,8,0.0002
569.5,6,573179,0.2917,30.79,53.77,842,892,9,22,16,10,0,0,0,1,-135.0,0,1,0,0,0,0,9,0.0000
569.75,6,573240,0.2916,30.94,58.51,838,924,5,25,11,10,0,0,0,1,-135.0,0,1,0,0,0,0,8,0.0002
570,6,573232,0.2916,29.64,54.29,823,839,1,24,18,11,0,0,0,1,-135.0,0,1,0,0,0,0,9,0.0001
570.25,6,573310,0.2915,29.22,54.54,771,868,6,19,10,10,0,0,0,1,-153.8,0,1,0,0,0,0,8,0.0002
570.5,6,573326,0.2914,28.54,55.07,785,817,8,18,14,9,0,0,0,1,-153.8,0,1,0,0,0,0,9,0.0001
570.75,6,573363,0.2914,28.05,55.60,741,798,2,20,13,9,0,0,0,1,-153.8,0,1,0,0,0,0,9,0.0000
571,6,573415,0.2913,27.05,56.04,720,786,7,14,11,9,0,0,0,1,-153.8,0,1,0,0,0,0,8,0.0002
571.25,6,573421,0.2913,27.18,56.19,722,746,4,18,6,10,0,0,0,1,-153.8,0,1,0,0,0,0,9,0.0002
571.5,6,573513,0.2912,27.27,56.65,639,752,5,21,10,9,0,0,0,1,-153.8,0,1,0,0,0,0,9,0.0001
571.75,6,573565,0.2912,26.87,56.86,608,668,5,8,7,8,0,0,0,1,-153.8,0,1,0,0,0,0,8,0.0003
572,6,573615,0.2911,26.81,56.84,617,679,4,12,10,6,0,0,0,1,-153.8,0,1,0,0,0,0,5,0.0014
572.25,6,573665,0.2911,26.40,56.98,552,613,4,11,4,7,0,0,0,1,-153.8,0,1,0,0,0,0,6,0.0022
572.5,6,573714,0.2910,28.29,56.95,530,583,5,4,2,6,0,0,0,1,-153.8,0,1,0,0,0,0,6,0.0030
572.75,6,573771,0.2910,25.32,67.05,572,643,3,14,1,6,0,0,0,1,-153.8,0,1,0,0,0,0,4,0.0044
573,6,573822,0.2910,26.40,58.57,540,597,3,6,2,7,0,0,0,1,-153.8,0,1,0,0,0,0,6,0.0052
573.25,6,573878,0.2909,23.91,56.23,531,598,3,11,3,7,0,0,0,1,-153.8,0,1,0,0,0,0,6,0.0061
573.5,6,573940,0.2909,25.51,55.93,522,593,2,9,5,5,0,0,0,1,-153.8,0,1,0,0,0,0,4,0.0075
573.75,6,573967,0.2909,23.38,55.49,494,532,3,11,0,8,0,0,0,1,-153.8,0,1,0,0,0,0,8,0.0077
574,6,573969,0.2908,26.30,55.19,567,583,10,14,13,12,0,0,0,1,-153.8,0,1,0,0,0,0,8,0.0079
574.25,6,574007,0.2908,24.16,54.76,516,559,4,5,2,6,0,0,0,1,-153.8,0,1,0,0,0,0,5,0.0090
574.5,6,574022,0.2908,26.99,54.55,536,568,10,17,3,12,0,0,0,1,-153.8,0,1,0,0,0,0,9,0.0090
574.75,6,574017,0.2908,24.15,53.87,608,622,6,19,3,5,0,0,0,1,-153.8,0,1,0,0,0,0,5,0.0101
575,6,574020,0.2908,25.62,53.57,617,631,6,11,3,4,0,0,0,1,-153.8,0,1,0,0,0,0,4,0.0115
575.25,6,574056,0.2907,23.85,53.06,547,604,4,21,0,8,0,0,0,1,-153.8,0,1,0,0,0,0,6,0.0124
575.5,6,574117,0.2907,24.90,52.81,568,648,3,19,2,10,0,0,0,1,-153.8,0,1,0,0,0,0,6,0.0132
575.75,6,574145,0.2906,23.31,52.46,610,655,3,17,10,4,0,0,0,1,-153.8,0,1,0,0,0,0,1,0.0155
576,6,574203,0.2905,24.19,52.28,578,657,5,21,10,8,0,0,0,1,-153.8,0,1,0,0,0,0,5,0.0167
576.25,6,574199,0.2905,23.00,51.61,653,668,4,19,12,5,0,0,0,1,-153.8,0,1,0,0,0,0,3,0.0184
576.5,6,574232,0.2904,23.03,51.42,599,653,2,21,15,4,0,0,0,1,-153.8,0,1,0,0,0,0,3,0.0202
576.75,6,574319,0.2903,22.25,51.19,589,695,8,19,13,7,0,0,0,1,-153.8,0,1,0,0,0,0,4,0.0216
577,6,574364,0.2903,22.27,51.40,591,658,11,22,10,4,0,0,0,1,-153.8,0,1,0,0,0,0,1,0.0240
577.25,6,574369,0.2902,21.52,50.51,600,631,9,26,4,2,0,0,0,1,-153.8,0,1,0,0,0,0,2,0.0261
577.5,6,574394,0.2901,21.49,50.69,635,685,8,25,8,2,0,0,0,1,-153.8,0,1,0,0,0,0,0,0.0287
577.75,6,574441,0.2901,21.16,49.66,591,668,5,30,6,1,0,0,0,1,-153.8,0,1,0,0,0,0,1,0.0311
578,6,574548,0.2900,20.94,50.15,580,714,7,27,1,5,0,0,0,1,-153.8,0,1,0,0,0,0,2,0.0332
578.25,6,574580,0.2899,20.92,51.29,612,671,9,27,3,6,0,0,0,1,-153.8,0,1,0,0,0,0,4,0.0348
578.5,7,574619,0.2898,20.37,52.90,627,697,6,31,1,6,1,0,0,0,-153.8,0,1,0,0,0,0,3,0.0366
578.75,7,574676,0.2898,20.81,54.38,558,650,8,35,0,12,0,0,2,0,-153.8,0,1,0,0,0,0,7,0.0373
579,7,574757,0.2897,23.29,55.27,607,710,5,22,0,6,0,0,0,0,-153.8,0,1,0,0,0,0,3,0.0392
579.25,7,574749,0.2896,22.52,58.23,676,708,4,40,2,4,0,0,0,0,-153.8,0,1,0,0,0,0,2,0.0414
579.5,7,574802,0.2896,21.91,60.98,628,704,1,23,0,4,0,0,0,0,-153.8,0,1,0,0,0,0,3,0.0433
579.75,7,574832,0.2895,23.07,62.40,636,682,5,16,1,3,0,0,0,0,-153.8,0,1,0,0,0,0,1,0.0458
580,7,574892,0.2895,22.16,64.92,664,748,5,24,1,4,0,0,0,0,-153.8,0,1,0,0,0,0,2,0.0480
580.25,7,574915,0.2894,23.51,63.73,662,709,8,24,1,3,0,0,0,0,-169.6,0,1,0,0,0,0,2,0.0503
580.5,7,574996,0.2893,22.55,64.86,704,816,9,31,1,4,0,0,0,0,-169.6,0,1,0,0,0,0,1,0.0528
580.75,7,574974,0.2893,25.71,64.79,704,707,10141,25,1,2,0,0,0,0,-169.6,0,1,0,0,0,0,0,0.0557
581,7,575052,0.2893,28.35,64.27,780,872,3,14,0,7,0,0,0,0,-169.6,0,1,0,0,0,0,5,0.0571
581.25,7,575011,0.2893,31.20,63.78,941,917,4,17,0,8,0,0,0,0,-169.6,0,1,0,0,0,0,7,0.0579
581.5,7,575073,0.2892,31.98,64.83,957,1041,3,22,1,6,0,0,0,0,-169.6,0,1,0,0,0,0,3,0.0599
581.75,7,575099,0.2892,33.37,66.43,986,1031,4,20,1,3,0,0,0,0,-169.6,0,1,0,0,0,0,3,0.0619
582,7,575139,0.2891,34.33,67.33,1060,1123,5,23,1,3,0,0,0,0,-169.6,0,1,0,0,0,0,1,0.0645
582.25,7,575103,0.2891,35.59,69.95,1108,1098,2,26,0,3,0,0,0,0,-169.6,0,1,0,0,0,0,1,0.0671
582.5,7,575160,0.2890,35.55,71.58,1128,1209,2,24,4,3,0,0,0,0,-169.6,0,1,0,0,0,0,1,0.0697
582.75,7,575161,0.2890,35.79,71.66,1157,1179,5,21,0,1,0,0,0,0,-169.6,0,1,0,0,0,0,0,0.0727
583,7,575171,0.2889,35.94,70.41,1148,1183,8748,25,0,3,0,0,0,0,-169.6,0,1,0,0,0,0,1,0.0753
583.25,7,575018,0.2890,36.16,66.37,1298,1168,11,24,0,4,0,0,0,0,-169.6,0,1,0,0,0,0,3,0.0774
583.5,7,574958,0.2889,35.24,61.97,1262,1238,11,36,0,6,0,0,0,0,-169.6,0,1,0,0,0,0,5,0.0789
583.75,7,574889,0.2889,33.72,59.32,1252,1216,5,33,0,6,0,0,0,0,-169.6,0,1,0,0,0,0,5,0.0804
584,7,574844,0.2889,32.40,58.03,1152,1138,4,31,1,1,0,0,0,0,-169.6,0,1,0,0,0,0,0,0.0834
584.25,7,574792,0.2889,30.02,56.85,1166,1155,15,41,0,7,0,0,0,0,-169.6,0,1,0,0,0,0,2,0.0858
584.5,7,574805,0.2888,27.79,54.91,1022,1070,8,36,1,4,0,0,0,0,-169.6,0,1,0,0,0,0,2,0.0883
584.75,7,574848,0.2887,26.03,53.84,924,1008,10,41,2,2,0,0,0,0,-169.6,0,1,0,0,0,0,1,0.0910
585,7,574910,0.2886,24.83,52.83,861,950,5,27,0,2,0,0,0,0,-169.6,0,1,0,0,0,0,0,0.0941
585.25,7,574954,0.2886,24.29,51.61,757,836,2,35,0,4,0,0,0,0,-169.6,0,1,0,0,0,0,1,0.0969
585.5,7,574983,0.2885,24.29,50.28,769,831,8,33,1,6,0,0,0,0,-169.6,0,1,0,0,0,0,2,0.0994
585.75,7,575034,0.2884,24.25,48.47,796,866,4,20,3,2,0,0,0,0,-169.6,0,1,0,0,0,0,1,0.1022
586,7,575040,0.2884,23.50,47.21,760,795,2,29,1,2,0,0,0,0,-169.6,0,1,0,0,0,0,1,0.1050
586.25,7,575061,0.2883,23.63,46.84,747,795,7,27,0,2,0,0,0,0,-169.6,0,1,0,0,0,0,1,0.1078
586.5,7,575117,0.2883,22.35,47.08,678,758,4,24,0,5,0,0,0,0,-169.6,0,1,0,0,0,0,2,0.1103
586.75,7,575146,0.2882,23.11,46.20,700,756,7,27,3,5,0,0,0,0,-169.6,0,1,0,0,0,0,3,0.1126
587,7,575171,0.2882,21.94,45.54,722,779,7,32,0,8,0,0,0,0,-169.6,0,1,0,0,0,0,6,0.1140
587.25,7,575260,0.2881,22.77,44.16,598,715,4,29,2,10,0,0,0,0,-169.6,0,1,0,0,0,0,5,0.1156
587.5,8,575305,0.2880,22.33,43.25,635,708,8,28,1,9,0,0,0,0,-169.6,1,2,0,0,0,0,3,0.1179
587.75,8,575308,0.2880,20.57,41.10,649,674,4,22,1,4,0,0,1,0,-169.6,0,2,0,0,0,0,2,0.1205
588,8,575323,0.2879,20.73,39.89,588,625,8,22,0,3,0,0,2,0,-169.6,0,2,0,0,0,0,2,0.1231
588.25,8,575345,0.2879,20.29,39.27,596,641,6,23,0,5,0,0,0,0,-169.6,0,2,0,0,0,0,3,0.1254
588.5,8,575346,0.2879,20.46,38.72,596,618,8,21,1,6,0,0,0,0,-169.6,0,2,0,0,0,0,2,0.1280
588.75,8,575315,0.2879,19.23,38.62,626,612,8,17,0,0,0,0,0,0,-169.6,0,2,0,0,0,0,0,0.1312
589,8,575201,0.2879,20.45,38.84,698,599,4,15,2,8,0,0,0,0,-169.6,0,2,0,0,0,0,4,0.1332
589.25,8,575127,0.2879,18.93,39.47,642,592,4,24,0,7,0,0,0,0,-169.6,0,2,0,0,0,0,4,0.1353
589.5,8,575092,0.2879,22.61,39.49,592,573,4,16,0,8,0,0,0,0,-169.6,0,2,0,0,0,0,3,0.1376
589.75,8,575025,0.2879,19.45,39.66,641,605,7,31,1,9,0,0,0,0,-169.6,0,2,0,0,0,0,2,0.1402
590,8,575003,0.2879,21.38,40.43,606,592,5,9,1,6,0,0,0,0,-169.6,0,2,0,0,0,0,4,0.1423
590.25,8,575036,0.2879,19.57,41.26,590,645,2,22,0,8,0,0,0,0,-197.8,0,2,0,0,0,0,5,0.1440
590.5,8,575076,0.2878,23.12,41.66,595,650,1,15,1,8,0,0,0,0,-197.8,0,2,0,0,0,0,4,0.1461
590.75,8,575102,0.2878,20.88,41.87,618,670,10,26,0,8,0,0,0,0,-197.8,0,2,0,0,0,0,3,0.1484
591,8,575131,0.2878,22.31,42.87,611,652,3,12,0,8,0,0,0,0,-197.8,0,2,0,0,0,0,5,0.1502
591.25,8,575166,0.2878,21.81,43.32,621,665,5,9,0,6,0,0,0,0,-197.8,0,2,0,0,0,0,2,0.1528
591.5,8,575193,0.2877,22.73,43.33,598,636,4,11,0,3,0,0,0,0,-197.8,0,2,0,0,0,0,3,0.1552
591.75,8,575221,0.2877,22.03,43.38,642,681,11,11,2,4,0,0,0,0,-197.8,0,2,0,0,0,0,0,0.1584
592,8,575304,0.2876,23.27,43.49,553,649,3,13,0,3,0,0,0,0,-197.8,0,2,0,0,0,0,1,0.1614
592.25,8,575332,0.2876,22.48,44.55,640,682,3,14,0,3,0,0,0,0,-197.8,0,2,0,0,0,0,1,0.1643
592.5,8,575356,0.2876,24.08,45.33,621,662,3,17,0,3,0,0,0,0,-197.8,0,2,0,0,0,0,0,0.1676
592.75,8,575412,0.2875,22.36,46.78,674,744,2,14,0,3,0,0,0,0,-197.8,0,2,0,0,0,0,1,0.1705
593,8,575456,0.2875,23.89,48.24,652,707,3,11,1,4,0,0,0,0,-197.8,0,2,0,0,0,0,2,0.1732
593.25,8,575471,0.2875,23.43,49.47,659,692,5,18,0,6,0,0,0,0,-197.8,0,2,0,0,0,0,1,0.1761
593.5,8,575516,0.2874,24.47,49.97,660,716,1,11,0,12,0,0,0,0,-197.8,0,2,0,0,0,0,7,0.1773
593.75,8,575531,0.2874,23.21,50.69,690,723,6,18,0,8,0,0,0,0,-197.8,0,2,0,0,0,0,6,0.1788
594,8,575594,0.2874,24.23,50.97,644,718,1,11,1,8,0,0,0,0,-197.8,0,2,0,0,0,0,6,0.1803
594.25,8,575629,0.2873,24.28,51.37,644,707,5,28,0,14,0,0,0,0,-197.8,0,2,0,0,0,0,9,0.1809
594.5,8,575715,0.2873,24.83,52.07,660,753,3,7,0,7,0,0,0,0,-197.8,0,2,0,0,0,0,5,0.1827
594.75,8,575646,0.2873,25.30,52.91,717,674,10,27,0,9,0,0,0,0,-197.8,0,2,0,0,0,0,5,0.1845
595,7,575698,0.2872,25.59,53.74,680,751,4,19,0,6,0,1,0,0,-197.8,0,1,0,0,1,0,4,0.1866
595.25,7,575760,0.2875,25.93,54.59,721,800,4,17,0,167,0,0,0,0,-197.8,0,1,0,0,0,0,163,0.1419
595.5,7,575762,0.2876,26.61,54.87,729,743,4,12,0,91,0,0,0,0,-197.8,0,1,0,0,0,0,88,0.1193
595.75,7,575798,0.2877,27.13,55.20,780,831,5,15,0,52,0,0,0,0,-197.8,0,1,0,0,0,0,51,0.1076
596,7,575794,0.2877,27.86,55.88,809,820,6,15,0,45,0,0,0,0,-197.8,0,1,0,0,0,0,42,0.0985
596.25,7,575826,0.2877,28.43,55.86,879,928,5,17,0,26,0,0,0,0,-197.8,0,1,0,0,0,0,19,0.0962
596.5,7,575829,0.2877,28.90,56.04,877,889,6,9,0,15,0,0,0,0,-197.8,0,1,0,0,0,0,14,0.0953
596.75,7,575836,0.2877,29.04,57.63,891,916,5,18,0,14,0,0,0,1,-197.8,0,1,0,0,0,0,11,0.0954
597,7,575857,0.2877,29.60,72.60,906,942,4,15,0,11,0,0,0,1,-197.8,0,1,0,0,0,0,10,0.0957
597.25,7,575836,0.2877,30.18,60.08,954,949,8,16,0,11,0,0,0,1,-197.8,0,1,0,0,0,0,9,0.0964
597.5,7,575890,0.2877,30.34,59.79,909,981,5,18,0,17,0,0,0,1,-197.8,0,1,0,0,0,0,12,0.0961
597.75,7,575897,0.2877,30.07,59.58,912,932,2,13,0,12,0,0,0,1,-197.8,0,1,0,0,0,0,9,0.0968
598,7,575965,0.2876,35.96,64.07,870,945,8878,11,0,11,0,0,0,1,-197.8,0,1,0,0,0,0,7,0.0980
598.25,7,575809,0.2877,35.46,66.64,1126,985,10,15,0,10,0,0,0,1,-197.8,0,1,0,0,0,0,9,0.0986
598.5,7,575817,0.2877,34.96,69.91,1019,1041,4,14,0,15,0,0,0,1,-197.8,0,1,0,0,0,0,13,0.0981
598.75,7,575775,0.2877,33.99,74.09,1086,1058,11,15,0,15,0,0,0,1,-197.8,0,1,0,0,0,0,11,0.0981
599,7,575792,0.2877,34.01,78.08,1008,1040,7,15,0,16,0,0,0,1,-197.8,0,1,0,0,0,0,11,0.0982
599.25,7,575726,0.2877,32.75,78.71,1086,1040,6,20,0,15,0,0,0,1,-197.8,0,1,0,0,0,0,13,0.0976
599.5,7,575767,0.2877,32.61,79.82,985,1042,6,16,0,14,0,0,0,1,-197.8,0,1,0,0,0,0,10,0.0980
599.75,7,575801,0.2877,31.77,79.55,1037,1085,8,16,0,16,0,0,0,0,-197.8,0,1,0,0,0,0,13,0.0974
600,7,575779,0.2877,31.57,78.07,995,991,4,18,0,16,0,0,0,0,-197.8,0,1,0,0,0,0,11,0.0975
600.25,7,575742,0.2877,29.60,77.75,1027,1021,10,31,0,8,0,0,0,0,-199.7,0,1,0,0,0,0,6,0.0990
600.5,7,575637,0.2877,28.81,75.83,1040,960,9,26,0,6,0,0,0,0,-199.7,0,1,0,0,0,0,5,0.1008
600.75,7,575622,0.2877,27.38,74.08,987,994,8,22,0,9,0,0,0,0,-199.7,0,1,0,0,0,0,6,0.1024
601,7,575574,0.2877,27.73,74.48,987,962,12,23,0,7,0,0,0,0,-199.7,0,1,0,0,0,0,5,0.1042
601.25,7,575591,0.2877,25.70,71.74,886,929,8,26,0,9,0,0,0,0,-199.7,0,1,0,0,0,0,5,0.1061
601.5,7,575565,0.2876,25.47,69.73,892,896,3,30,0,12,0,0,0,0,-199.7,0,1,0,0,0,0,7,0.1073
601.75,7,575568,0.2876,24.94,69.57,915,938,5,20,0,11,0,0,0,0,-199.7,0,1,0,0,0,0,7,0.1086
602,7,575542,0.2876,25.55,74.83,898,885,83,13,0,13,0,0,0,0,-199.7,0,1,0,0,0,0,8,0.1095
602.25,7,575583,0.2876,26.36,78.96,886,944,4,17,0,12,0,0,0,0,-199.7,0,1,0,0,0,0,10,0.1099
602.5,7,575599,0.2876,26.49,82.23,952,984,6,16,1,10,0,0,0,0,-199.7,0,1,0,0,0,0,9,0.1106
602.75,7,575551,0.2876,27.07,84.74,961,927,2,14,0,16,0,0,0,0,-199.7,0,1,0,0,0,0,15,0.1095
603,7,575593,0.2876,27.25,88.13,953,1013,3,18,1,22,0,0,0,0,-199.7,0,1,0,0,0,0,18,0.1075
603.25,7,575574,0.2876,28.28,89.84,966,963,3,16,0,14,0,0,0,0,-199.7,0,1,0,0,0,0,13,0.1070
603.5,7,575672,0.2876,27.32,91.09,974,1090,3,18,0,16,0,0,1,0,-199.7,0,1,0,0,0,0,12,0.1068
603.75,7,575693,0.2875,28.07,91.52,996,1029,4,12,0,14,0,0,0,0,-199.7,0,1,0,0,0,0,13,0.1063
604,7,575700,0.2876,26.60,91.30,1058,1078,5,13,1,17,0,0,0,0,-199.7,0,1,0,0,0,0,14,0.1055
604.25,7,575707,0.2876,27.88,94.19,967,989,9,15,0,18,0,0,0,0,-199.7,0,1,0,0,0,0,18,0.1036
604.5,7,575767,0.2875,26.49,94.62,993,1075,4,22,2,19,0,0,0,0,-199.7,0,1,0,0,0,0,14,0.1028
604.75,7,575774,0.2875,27.32,94.70,987,1007,8,13,0,13,0,0,0,0,-199.7,0,1,0,0,0,0,11,0.1029
605,7,575746,0.2875,25.97,95.65,1016,1010,5,22,2,15,0,0,0,0,-199.7,0,1,0,0,0,0,12,0.1027
605.25,7,575744,0.2875,26.26,99.07,973,983,11,12,1,16,0,0,0,0,-199.7,0,1,0,0,0,0,11,0.1028
